LineNo,TimeUS,C,Q1,Q2,Q3,Q4
10002,1.7515e+07,1,0.9915,-0.0016472,-0.014633,0.1293
10042,1.7525e+07,1,0.99149,-0.0017162,-0.014693,0.12933
10083,1.7535e+07,1,0.99148,-0.0017493,-0.014603,0.12944
10122,1.7545e+07,1,0.99148,-0.0017302,-0.014637,0.12941
10161,1.7555e+07,1,0.99146,-0.0018691,-0.014481,0.1296
10202,1.7565e+07,1,0.99147,-0.0018834,-0.014508,0.12954
10242,1.7575e+07,1,0.99144,-0.0019374,-0.0143,0.12975
10284,1.7585e+07,1,0.99146,-0.0018871,-0.014385,0.12963
10324,1.7595e+07,1,0.99144,-0.0019473,-0.014207,0.12981
10370,1.7605e+07,1,0.99145,-0.0021088,-0.014316,0.12969
10411,1.7615e+07,1,0.99143,-0.0021834,-0.014293,0.12983
10451,1.7625e+07,1,0.99144,-0.0022056,-0.014374,0.12972
10493,1.7635e+07,1,0.99143,-0.0021743,-0.014278,0.12983
10530,1.7648e+07,1,0.99144,-0.0020421,-0.014377,0.12975
10572,1.7658e+07,1,0.99144,-0.0021039,-0.014199,0.1298
10614,1.7668e+07,1,0.99144,-0.0021484,-0.014321,0.12973
10655,1.7678e+07,1,0.99143,-0.0022018,-0.014091,0.12984
10696,1.7688e+07,1,0.99144,-0.002222,-0.014319,0.12977
10739,1.7698e+07,1,0.99142,-0.0020993,-0.014145,0.12991
10782,1.7709e+07,1,0.99144,-0.0020176,-0.014248,0.1298
10822,1.7719e+07,1,0.99142,-0.0018785,-0.014029,0.12997
10863,1.7729e+07,1,0.99142,-0.0020092,-0.014419,0.12987
10906,1.7739e+07,1,0.9914,-0.0018767,-0.014099,0.1301
10946,1.7752e+07,1,0.99139,-0.002332,-0.014505,0.13013
10989,1.7762e+07,1,0.99139,-0.002322,-0.01414,0.13014
11029,1.7772e+07,1,0.99137,-0.002374,-0.014601,0.13023
11070,1.7782e+07,1,0.99138,-0.0021292,-0.014171,0.13024
11110,1.7792e+07,1,0.99137,-0.0023536,-0.014422,0.1303
11158,1.7802e+07,1,0.99139,-0.0024361,-0.013918,0.13019
11199,1.7812e+07,1,0.99137,-0.0024266,-0.01436,0.13032
11239,1.7822e+07,1,0.99138,-0.0022146,-0.013958,0.13024
11281,1.7832e+07,1,0.99137,-0.0024351,-0.014142,0.13031
11321,1.7842e+07,1,0.99139,-0.0023736,-0.01385,0.13019
11359,1.7852e+07,1,0.99136,-0.0024641,-0.014074,0.13039
11400,1.7862e+07,1,0.99138,-0.0023504,-0.013854,0.13025
11444,1.7875e+07,1,0.99136,-0.0020851,-0.01401,0.13043
11485,1.7885e+07,1,0.99138,-0.0021334,-0.014053,0.13027
11527,1.7895e+07,1,0.99134,-0.002082,-0.014089,0.13054
11572,1.7905e+07,1,0.99136,-0.0020157,-0.014012,0.13039
11613,1.7915e+07,1,0.99133,-0.0019415,-0.014038,0.1306
11653,1.7925e+07,1,0.99136,-0.0022516,-0.013953,0.13043
11694,1.7935e+07,1,0.99133,-0.0020654,-0.013937,0.13063
11736,1.7945e+07,1,0.99135,-0.0020596,-0.013771,0.13048
11774,1.7955e+07,1,0.99134,-0.0018359,-0.013713,0.13058
11815,1.7965e+07,1,0.99136,-0.0020185,-0.013826,0.13046
11858,1.7976e+07,1,0.99134,-0.0019404,-0.013703,0.13059
11899,1.7985e+07,1,0.99135,-0.0020522,-0.013763,0.13047
11941,1.7996e+07,1,0.99134,-0.0019801,-0.013714,0.13061
11986,1.8006e+07,1,0.99135,-0.0021108,-0.013933,0.13049
12026,1.8016e+07,1,0.99132,-0.0020209,-0.013872,0.13073
12068,1.8026e+07,1,0.99133,-0.0020308,-0.014076,0.13063
12112,1.8041e+07,1,0.99132,-0.0025502,-0.013663,0.13072
12153,1.8051e+07,1,0.99129,-0.0026315,-0.014063,0.13091
12193,1.8061e+07,1,0.99131,-0.0026699,-0.013552,0.13086
12236,1.8071e+07,1,0.99128,-0.0026694,-0.013823,0.13105
12276,1.8081e+07,1,0.9913,-0.0027193,-0.013483,0.1309
12318,1.8091e+07,1,0.99127,-0.0027003,-0.013853,0.13108
12361,1.8101e+07,1,0.99131,-0.0024189,-0.013567,0.13085
12403,1.8111e+07,1,0.99127,-0.0025611,-0.013837,0.13109
12449,1.8123e+07,1,0.99131,-0.0023157,-0.013868,0.13079
12489,1.8133e+07,1,0.99128,-0.0023177,-0.013717,0.13107
12534,1.8146e+07,1,0.99129,-0.0025547,-0.014075,0.13091
12571,1.8156e+07,1,0.99129,-0.0025834,-0.013589,0.13099
12612,1.8167e+07,1,0.99128,-0.0027751,-0.013958,0.13101
12653,1.8177e+07,1,0.99128,-0.0027224,-0.013556,0.13102
12695,1.8187e+07,1,0.99128,-0.0029011,-0.01391,0.13104
12736,1.8197e+07,1,0.99129,-0.0029744,-0.013444,0.13101
12780,1.8207e+07,1,0.99126,-0.0030733,-0.013881,0.13112
12821,1.8217e+07,1,0.99127,-0.0031254,-0.013494,0.13109
12861,1.8227e+07,1,0.99127,-0.0029764,-0.013977,0.13109
12903,1.8237e+07,1,0.99128,-0.0029474,-0.013508,0.13104
12941,1.8247e+07,1,0.99126,-0.0029547,-0.013948,0.13112
12978,1.8257e+07,1,0.99128,-0.0027734,-0.013472,0.13106
13019,1.8267e+07,1,0.99127,-0.0026724,-0.01378,0.13112
13060,1.8277e+07,1,0.99129,-0.002696,-0.013404,0.13102
13102,1.8287e+07,1,0.99126,-0.0026068,-0.013586,0.13118
13142,1.8298e+07,1,0.99129,-0.0026203,-0.013265,0.13101
13187,1.8307e+07,1,0.99127,-0.0024995,-0.013453,0.13116
13227,1.8317e+07,1,0.99129,-0.0026678,-0.013242,0.13102
13270,1.8327e+07,1,0.99126,-0.002622,-0.01341,0.13121
13311,1.8338e+07,1,0.99128,-0.0027388,-0.013209,0.13107
13349,1.8351e+07,1,0.99126,-0.002621,-0.013337,0.13124
13389,1.8361e+07,1,0.99128,-0.0028076,-0.013508,0.13102
13430,1.8371e+07,1,0.99125,-0.0027754,-0.013397,0.13128
13472,1.8381e+07,1,0.99128,-0.0027982,-0.013559,0.13105
13512,1.8391e+07,1,0.99126,-0.0027405,-0.013414,0.13124
13554,1.8401e+07,1,0.99128,-0.0028856,-0.013721,0.13105
13598,1.8411e+07,1,0.99125,-0.0027898,-0.013431,0.13131
13638,1.8421e+07,1,0.99127,-0.0027284,-0.013604,0.13112
13679,1.8431e+07,1,0.99125,-0.0026287,-0.013341,0.13126
13720,1.8441e+07,1,0.99127,-0.0026938,-0.013549,0.13111
13758,1.8451e+07,1,0.99125,-0.0025469,-0.013295,0.13129
13798,1.8461e+07,1,0.99127,-0.0024958,-0.013574,0.13114
13836,1.8472e+07,1,0.99126,-0.0024422,-0.013309,0.13121
13877,1.8482e+07,1,0.99126,-0.002474,-0.013778,0.13117
13919,1.8492e+07,1,0.99126,-0.0024943,-0.013414,0.13119
13961,1.8502e+07,1,0.99127,-0.0025362,-0.013773,0.13111
14006,1.8511e+07,1,0.99127,-0.0026662,-0.01346,0.1311
14047,1.8522e+07,1,0.99127,-0.0027873,-0.013699,0.13113
14090,1.8532e+07,1,0.99127,-0.0028568,-0.013321,0.13115
14130,1.8542e+07,1,0.99126,-0.0028428,-0.013479,0.13118
14171,1.8555e+07,1,0.99128,-0.0029816,-0.013152,0.13108
14212,1.8564e+07,1,0.99126,-0.0029559,-0.013215,0.13126
14253,1.8575e+07,1,0.99128,-0.0029127,-0.013092,0.13105
14293,1.8585e+07,1,0.99127,-0.0027291,-0.013142,0.13119
14335,1.8595e+07,1,0.99129,-0.0027738,-0.013095,0.13098
14379,1.8605e+07,1,0.99127,-0.0025255,-0.013132,0.13115
14422,1.8615e+07,1,0.9913,-0.0024343,-0.013165,0.13094
14463,1.8625e+07,1,0.99128,-0.0022161,-0.01312,0.1311
14503,1.8635e+07,1,0.9913,-0.0023416,-0.01319,0.13093
14545,1.8645e+07,1,0.99128,-0.0022509,-0.013141,0.13112
14582,1.8655e+07,1,0.99131,-0.002307,-0.013278,0.13087
14624,1.8666e+07,1,0.99129,-0.0022677,-0.013073,0.13099
14665,1.8676e+07,1,0.99131,-0.0025725,-0.013348,0.13083
14705,1.8686e+07,1,0.9913,-0.0026478,-0.013083,0.13097
14746,1.8696e+07,1,0.99132,-0.0027419,-0.013384,0.13079
14790,1.8706e+07,1,0.99131,-0.0027678,-0.013169,0.13084
14832,1.8716e+07,1,0.99132,-0.0028663,-0.013444,0.13071
14873,1.8726e+07,1,0.99131,-0.0028322,-0.013219,0.13086
14916,1.8736e+07,1,0.99133,-0.0027205,-0.013469,0.13065
14958,1.8746e+07,1,0.99133,-0.0026386,-0.013176,0.1307
14992,1.8757e+07,1,0.99134,-0.0026142,-0.013477,0.13062
15032,1.8766e+07,1,0.99133,-0.0025579,-0.013181,0.13069
15072,1.8776e+07,1,0.99134,-0.0024273,-0.013371,0.13062
15112,1.8787e+07,1,0.99135,-0.0023967,-0.013039,0.13061
15154,1.8797e+07,1,0.99133,-0.0023191,-0.013191,0.13069
15199,1.8807e+07,1,0.99134,-0.0023955,-0.012935,0.13062
15242,1.8817e+07,1,0.99133,-0.0023799,-0.013129,0.13068
15283,1.8827e+07,1,0.99135,-0.0025542,-0.012941,0.1306
15325,1.8837e+07,1,0.99134,-0.0025665,-0.013165,0.13066
15365,1.8847e+07,1,0.99135,-0.0028651,-0.012999,0.1306
15400,1.8857e+07,1,0.99133,-0.0028335,-0.013192,0.1307
15441,1.8867e+07,1,0.99135,-0.0031636,-0.013025,0.13056
15481,1.8877e+07,1,0.99133,-0.0030844,-0.013067,0.13072
15522,1.8887e+07,1,0.99135,-0.0031164,-0.012943,0.13057
15564,1.8897e+07,1,0.99133,-0.0029431,-0.012972,0.13075
15607,1.8908e+07,1,0.99135,-0.0029053,-0.012871,0.1306
15649,1.8918e+07,1,0.99133,-0.0027061,-0.012766,0.13078
15689,1.8928e+07,1,0.99135,-0.0025999,-0.012783,0.1306
15733,1.8938e+07,1,0.99132,-0.0024481,-0.012793,0.1308
15774,1.8951e+07,1,0.99133,-0.0024013,-0.012892,0.13072
15815,1.8961e+07,1,0.99132,-0.0023333,-0.012715,0.13087
15852,1.8971e+07,1,0.99131,-0.002252,-0.012939,0.13086
15893,1.8981e+07,1,0.99131,-0.0024084,-0.012749,0.13088
15936,1.8991e+07,1,0.9913,-0.0024892,-0.01304,0.13093
15976,1.9001e+07,1,0.99131,-0.0026521,-0.012768,0.13092
16022,1.9011e+07,1,0.99129,-0.0025569,-0.013082,0.13099
16062,1.9021e+07,1,0.99131,-0.0027867,-0.012829,0.13086
16103,1.9031e+07,1,0.99128,-0.0027573,-0.013119,0.13106
16146,1.9041e+07,1,0.99131,-0.0029293,-0.01286,0.13088
16183,1.9054e+07,1,0.99129,-0.0027825,-0.012951,0.13103
16224,1.9064e+07,1,0.99133,-0.0028815,-0.013041,0.13073
16264,1.9074e+07,1,0.99128,-0.0026819,-0.012874,0.13109
16305,1.9084e+07,1,0.99132,-0.0025916,-0.012995,0.13081
16347,1.9094e+07,1,0.99129,-0.0024082,-0.012804,0.13108
16388,1.9104e+07,1,0.99132,-0.0023154,-0.012978,0.13083
16433,1.9114e+07,1,0.99129,-0.0022288,-0.012748,0.13106
16473,1.9124e+07,1,0.99131,-0.0021732,-0.012859,0.1309
16515,1.9134e+07,1,0.9913,-0.0022041,-0.012633,0.13101
16558,1.9144e+07,1,0.99131,-0.0023385,-0.012745,0.13092
16599,1.9159e+07,1,0.99131,-0.0026122,-0.012683,0.13092
16639,1.9169e+07,1,0.99127,-0.0025641,-0.012816,0.13117
16681,1.918e+07,1,0.99131,-0.002896,-0.01273,0.13089
16722,1.919e+07,1,0.99127,-0.0028961,-0.01276,0.13117
16762,1.92e+07,1,0.9913,-0.0029265,-0.012752,0.13095
16806,1.921e+07,1,0.99128,-0.002936,-0.012815,0.13115
16847,1.9221e+07,1,0.99131,-0.00286,-0.012752,0.13086
16889,1.9231e+07,1,0.99129,-0.0028797,-0.012732,0.13108
16930,1.9241e+07,1,0.99131,-0.0025895,-0.012653,0.13089
16970,1.9251e+07,1,0.99129,-0.0024899,-0.012586,0.13108
17008,1.9264e+07,1,0.9913,-0.0023249,-0.012757,0.131
17053,1.9276e+07,1,0.99131,-0.0023083,-0.012544,0.13094
17094,1.9286e+07,1,0.99128,-0.0021034,-0.012669,0.13111
17135,1.9296e+07,1,0.99131,-0.0022173,-0.012505,0.13096
17175,1.9306e+07,1,0.99128,-0.0021017,-0.012581,0.13118
17223,1.9319e+07,1,0.9913,-0.0022293,-0.012358,0.131
17267,1.9329e+07,1,0.99126,-0.0022001,-0.012466,0.13131
17307,1.9339e+07,1,0.9913,-0.0023959,-0.012351,0.13104
