LineNo,TimeUS,C,Q1,Q2,Q3,Q4
3996,1.6003e+07,0,0.99423,-0.011597,-0.012591,0.10585
4037,1.6013e+07,0,0.99423,-0.011591,-0.012592,0.10593
4080,1.6023e+07,0,0.99422,-0.011575,-0.012586,0.10601
4121,1.6033e+07,0,0.99421,-0.011567,-0.012574,0.10608
4158,1.6043e+07,0,0.9942,-0.011551,-0.012573,0.10616
4200,1.6053e+07,0,0.99419,-0.011551,-0.012562,0.10624
4244,1.6066e+07,0,0.99419,-0.011564,-0.012555,0.10632
4286,1.6076e+07,0,0.99418,-0.011576,-0.012543,0.10639
4326,1.6086e+07,0,0.99417,-0.011591,-0.012553,0.10645
4371,1.6096e+07,0,0.99417,-0.011604,-0.012558,0.1065
4412,1.6106e+07,0,0.99416,-0.011624,-0.012561,0.10655
4452,1.6116e+07,0,0.99415,-0.011628,-0.012574,0.1066
4498,1.6131e+07,0,0.99415,-0.011629,-0.012578,0.10668
4541,1.6144e+07,0,0.99414,-0.011635,-0.012572,0.10675
4581,1.6154e+07,0,0.99413,-0.011645,-0.012565,0.10682
4622,1.6164e+07,0,0.99413,-0.011639,-0.012559,0.10688
4664,1.6174e+07,0,0.99412,-0.011628,-0.012557,0.10693
4704,1.6184e+07,0,0.99411,-0.011622,-0.012554,0.10699
4749,1.6194e+07,0,0.99411,-0.011616,-0.012541,0.10703
4789,1.6204e+07,0,0.9941,-0.011592,-0.012544,0.10708
4831,1.6214e+07,0,0.9941,-0.011591,-0.012538,0.10711
4871,1.6224e+07,0,0.9941,-0.011589,-0.012531,0.10714
4912,1.6234e+07,0,0.99409,-0.011582,-0.012527,0.10716
4950,1.6244e+07,0,0.99409,-0.011593,-0.012518,0.10719
4987,1.6254e+07,0,0.99409,-0.011609,-0.012512,0.10719
5029,1.6264e+07,0,0.99409,-0.011616,-0.012507,0.10722
5071,1.6274e+07,0,0.99408,-0.011624,-0.012504,0.10726
5111,1.6284e+07,0,0.99408,-0.011644,-0.012499,0.10729
5156,1.6294e+07,0,0.99408,-0.011655,-0.012499,0.10733
5197,1.6304e+07,0,0.99407,-0.011663,-0.012503,0.10736
5238,1.6314e+07,0,0.99407,-0.011669,-0.012513,0.1074
5278,1.6324e+07,0,0.99406,-0.011666,-0.012519,0.10744
5321,1.6337e+07,0,0.99406,-0.011654,-0.012529,0.10747
5358,1.6346e+07,0,0.99406,-0.011643,-0.012519,0.1075
5403,1.6359e+07,0,0.99405,-0.011643,-0.012516,0.10753
5444,1.6369e+07,0,0.99405,-0.011635,-0.012513,0.10755
5484,1.6379e+07,0,0.99405,-0.011616,-0.0125,0.10756
5526,1.6389e+07,0,0.99405,-0.011614,-0.012496,0.10757
5570,1.6399e+07,0,0.99405,-0.011613,-0.012495,0.10758
5612,1.6409e+07,0,0.99405,-0.011602,-0.012488,0.1076
5653,1.6419e+07,0,0.99405,-0.011609,-0.012492,0.10761
5693,1.6429e+07,0,0.99404,-0.011612,-0.01249,0.10763
5728,1.6439e+07,0,0.99404,-0.01162,-0.012497,0.10766
5769,1.645e+07,0,0.99404,-0.011628,-0.012503,0.10772
5810,1.646e+07,0,0.99403,-0.011648,-0.012514,0.10778
5850,1.647e+07,0,0.99402,-0.011667,-0.012506,0.10784
5892,1.648e+07,0,0.99401,-0.011683,-0.012512,0.10791
5934,1.649e+07,0,0.99401,-0.011686,-0.012507,0.10796
5978,1.65e+07,0,0.994,-0.01168,-0.0125,0.10801
6019,1.651e+07,0,0.994,-0.011673,-0.012483,0.10807
6061,1.652e+07,0,0.99399,-0.011665,-0.012466,0.10811
6105,1.653e+07,0,0.99399,-0.011637,-0.012453,0.10816
6142,1.6541e+07,0,0.99398,-0.011611,-0.012443,0.1082
6182,1.6551e+07,0,0.99398,-0.011587,-0.01245,0.10823
6222,1.6561e+07,0,0.99398,-0.011556,-0.012464,0.10827
6263,1.6571e+07,0,0.99397,-0.01154,-0.012477,0.10831
6304,1.6581e+07,0,0.99397,-0.011543,-0.012487,0.10835
6345,1.6591e+07,0,0.99396,-0.011565,-0.012492,0.1084
6391,1.6602e+07,0,0.99396,-0.011576,-0.01249,0.10843
6435,1.6611e+07,0,0.99395,-0.011619,-0.012482,0.10846
6476,1.6622e+07,0,0.99395,-0.011677,-0.012474,0.1085
6517,1.6632e+07,0,0.99395,-0.01171,-0.012463,0.10853
6555,1.6644e+07,0,0.99394,-0.011743,-0.012455,0.10856
6596,1.6654e+07,0,0.99394,-0.011751,-0.012466,0.10859
6636,1.6664e+07,0,0.99394,-0.011749,-0.012472,0.1086
6678,1.6674e+07,0,0.99394,-0.011724,-0.012486,0.10861
6718,1.6684e+07,0,0.99394,-0.01169,-0.012501,0.10861
6763,1.6694e+07,0,0.99393,-0.011654,-0.012518,0.10864
6805,1.6704e+07,0,0.99393,-0.011613,-0.012523,0.10865
6846,1.6714e+07,0,0.99393,-0.01157,-0.012526,0.10868
6887,1.6724e+07,0,0.99393,-0.011548,-0.012524,0.10869
6929,1.6734e+07,0,0.99393,-0.011536,-0.012513,0.10872
6964,1.6744e+07,0,0.99393,-0.011545,-0.012495,0.10871
7004,1.6754e+07,0,0.99393,-0.011566,-0.01248,0.10871
7045,1.6764e+07,0,0.99393,-0.011592,-0.012456,0.10869
7086,1.6774e+07,0,0.99393,-0.011618,-0.012442,0.10867
7127,1.6784e+07,0,0.99393,-0.011652,-0.012435,0.10866
7174,1.6794e+07,0,0.99393,-0.011677,-0.012436,0.10865
7215,1.6804e+07,0,0.99393,-0.011701,-0.012442,0.10864
7257,1.6814e+07,0,0.99394,-0.011714,-0.012463,0.10862
7298,1.6824e+07,0,0.99394,-0.011719,-0.01248,0.10861
7338,1.6834e+07,0,0.99394,-0.011711,-0.012473,0.10859
7379,1.6844e+07,0,0.99394,-0.011685,-0.012467,0.10858
7416,1.6855e+07,0,0.99394,-0.011656,-0.012448,0.10857
7457,1.6865e+07,0,0.99394,-0.011631,-0.012434,0.10856
7499,1.6875e+07,0,0.99394,-0.011607,-0.01242,0.10856
7539,1.6885e+07,0,0.99394,-0.011581,-0.012406,0.10856
7583,1.6895e+07,0,0.99394,-0.011577,-0.012409,0.10856
7625,1.6905e+07,0,0.99394,-0.011581,-0.012405,0.10857
7667,1.6915e+07,0,0.99394,-0.01159,-0.012413,0.10857
7708,1.6925e+07,0,0.99394,-0.011611,-0.012431,0.10858
7750,1.6938e+07,0,0.99394,-0.011659,-0.012458,0.10859
7791,1.6948e+07,0,0.99394,-0.011681,-0.012469,0.10861
7828,1.6958e+07,0,0.99393,-0.0117,-0.012474,0.10864
7870,1.6968e+07,0,0.99393,-0.011717,-0.012473,0.10866
7910,1.6978e+07,0,0.99393,-0.011734,-0.012476,0.10869
7951,1.6988e+07,0,0.99393,-0.011733,-0.012472,0.10871
7997,1.6998e+07,0,0.99392,-0.011717,-0.012459,0.10873
8039,1.7008e+07,0,0.99392,-0.011709,-0.012456,0.10875
8082,1.7019e+07,0,0.99392,-0.011693,-0.012447,0.10879
8122,1.7029e+07,0,0.99391,-0.01165,-0.01243,0.10883
8160,1.7039e+07,0,0.99391,-0.011626,-0.012412,0.10886
8197,1.7049e+07,0,0.99391,-0.011608,-0.012417,0.1089
8238,1.7059e+07,0,0.99391,-0.011588,-0.01239,0.10892
8278,1.7069e+07,0,0.9939,-0.011562,-0.012366,0.109
8320,1.7079e+07,0,0.99389,-0.011511,-0.012438,0.10908
8362,1.7089e+07,0,0.99388,-0.011468,-0.012426,0.1092
8406,1.7099e+07,0,0.99386,-0.011518,-0.01248,0.10929
8447,1.7109e+07,0,0.99385,-0.011551,-0.012449,0.10938
8489,1.7119e+07,0,0.99385,-0.011553,-0.012392,0.10946
8530,1.7129e+07,0,0.99384,-0.011607,-0.012321,0.10952
8570,1.7139e+07,0,0.99384,-0.011639,-0.012345,0.10955
8610,1.7151e+07,0,0.99384,-0.011463,-0.012447,0.10952
8651,1.7161e+07,0,0.99384,-0.011486,-0.0124,0.10954
8691,1.7171e+07,0,0.99384,-0.011534,-0.012378,0.10955
8732,1.7181e+07,0,0.99384,-0.011581,-0.012331,0.10957
8773,1.7191e+07,0,0.99383,-0.011605,-0.012312,0.1096
8817,1.7201e+07,0,0.99383,-0.011587,-0.012368,0.10963
8858,1.7211e+07,0,0.99382,-0.011549,-0.012442,0.10968
8898,1.7222e+07,0,0.99381,-0.011544,-0.012461,0.10975
8940,1.7232e+07,0,0.9938,-0.011583,-0.012443,0.10984
8977,1.7242e+07,0,0.99379,-0.011599,-0.012505,0.10994
9015,1.7252e+07,0,0.99379,-0.011503,-0.012514,0.11
9056,1.7262e+07,0,0.99378,-0.011409,-0.012473,0.11008
9096,1.7272e+07,0,0.99377,-0.011522,-0.012428,0.11012
9137,1.7282e+07,0,0.99377,-0.011631,-0.012402,0.11017
9177,1.7292e+07,0,0.99377,-0.011652,-0.012437,0.11015
9222,1.7302e+07,0,0.99377,-0.011628,-0.012341,0.11016
9257,1.7332e+07,0,0.99377,-0.011609,-0.012428,0.11013
9300,1.7342e+07,0,0.99378,-0.011627,-0.012424,0.11006
9337,1.7352e+07,0,0.99377,-0.011662,-0.012523,0.11011
9375,1.7362e+07,0,0.99378,-0.011581,-0.012456,0.11009
9416,1.7372e+07,0,0.99377,-0.011274,-0.012457,0.1102
9456,1.7382e+07,0,0.99377,-0.011367,-0.012445,0.11015
9498,1.7392e+07,0,0.99376,-0.011467,-0.012596,0.11023
9542,1.7402e+07,0,0.99375,-0.011464,-0.01259,0.11031
9583,1.7412e+07,0,0.99375,-0.011228,-0.012548,0.11034
9623,1.7422e+07,0,0.99374,-0.011118,-0.01258,0.11043
9666,1.7432e+07,0,0.99375,-0.011091,-0.012503,0.11037
9707,1.7442e+07,0,0.99373,-0.010955,-0.012537,0.11052
9744,1.7452e+07,0,0.99375,-0.010976,-0.012389,0.1104
9786,1.7465e+07,0,0.99374,-0.011094,-0.012707,0.11044
9827,1.7475e+07,0,0.99376,-0.010949,-0.012449,0.11032
9867,1.7485e+07,0,0.99375,-0.011011,-0.012678,0.11036
9908,1.7495e+07,0,0.99376,-0.010965,-0.012464,0.11026
9952,1.7505e+07,0,0.99376,-0.010903,-0.012569,0.11031
9996,1.7515e+07,0,0.99376,-0.010978,-0.012359,0.11029
10036,1.7525e+07,0,0.99376,-0.011063,-0.012485,0.11031
10077,1.7535e+07,0,0.99375,-0.011054,-0.01225,0.11039
10116,1.7545e+07,0,0.99375,-0.011087,-0.012371,0.11038
10155,1.7555e+07,0,0.99374,-0.010969,-0.012237,0.11049
10196,1.7565e+07,0,0.99374,-0.011063,-0.012406,0.11051
10236,1.7575e+07,0,0.99372,-0.010972,-0.012077,0.11067
10278,1.7585e+07,0,0.99372,-0.011038,-0.012273,0.11065
10318,1.7595e+07,0,0.99371,-0.011018,-0.011998,0.11077
10364,1.7605e+07,0,0.99371,-0.01114,-0.012168,0.11074
10405,1.7615e+07,0,0.9937,-0.011085,-0.011972,0.11086
10445,1.7625e+07,0,0.9937,-0.011168,-0.012153,0.11082
10487,1.7635e+07,0,0.9937,-0.011181,-0.012091,0.11087
10524,1.7648e+07,0,0.9937,-0.011113,-0.012614,0.1108
10566,1.7658e+07,0,0.99371,-0.010992,-0.012362,0.11078
10608,1.7668e+07,0,0.9937,-0.011038,-0.012609,0.11078
10649,1.7678e+07,0,0.9937,-0.01102,-0.012343,0.11082
10690,1.7688e+07,0,0.9937,-0.011082,-0.012605,0.11079
10733,1.7698e+07,0,0.99369,-0.010899,-0.012276,0.11091
10776,1.7709e+07,0,0.99369,-0.01109,-0.012684,0.11089
10816,1.7719e+07,0,0.99368,-0.011033,-0.012255,0.111
10857,1.7729e+07,0,0.99368,-0.01116,-0.012712,0.11101
10900,1.7739e+07,0,0.99367,-0.010992,-0.012298,0.11115
10940,1.7752e+07,0,0.99364,-0.011688,-0.012421,0.11131
10983,1.7762e+07,0,0.99365,-0.01163,-0.012251,0.1112
11023,1.7772e+07,0,0.99363,-0.011775,-0.012462,0.11142
11064,1.7782e+07,0,0.99365,-0.011657,-0.012141,0.11127
11104,1.7792e+07,0,0.99362,-0.011605,-0.012367,0.11148
11152,1.7802e+07,0,0.99365,-0.011728,-0.012059,0.11126
11193,1.7812e+07,0,0.99362,-0.011783,-0.012261,0.1115
11233,1.7822e+07,0,0.99365,-0.01173,-0.01199,0.11129
11275,1.7832e+07,0,0.99362,-0.011682,-0.012139,0.11153
11315,1.7842e+07,0,0.99365,-0.011774,-0.012038,0.11129
11353,1.7852e+07,0,0.99361,-0.011754,-0.01222,0.11159
11394,1.7862e+07,0,0.99364,-0.011682,-0.012092,0.11138
11438,1.7875e+07,0,0.99362,-0.010834,-0.012279,0.11156
11479,1.7885e+07,0,0.99363,-0.010981,-0.012486,0.11147
11521,1.7895e+07,0,0.99361,-0.010869,-0.012373,0.11169
11566,1.7905e+07,0,0.99361,-0.010805,-0.012506,0.11162
11607,1.7915e+07,0,0.9936,-0.010673,-0.012335,0.11176
11647,1.7925e+07,0,0.99361,-0.010814,-0.0125,0.11167
11688,1.7935e+07,0,0.99359,-0.010738,-0.012328,0.11182
11730,1.7945e+07,0,0.9936,-0.01071,-0.012407,0.11173
11768,1.7955e+07,0,0.9936,-0.010619,-0.012205,0.11181
11809,1.7965e+07,0,0.9936,-0.010823,-0.012475,0.11172
11852,1.7976e+07,0,0.99359,-0.010721,-0.012271,0.11187
11893,1.7985e+07,0,0.9936,-0.010779,-0.012527,0.11177
11933,1.7996e+07,0,0.99359,-0.010776,-0.012327,0.11187
11980,1.8006e+07,0,0.99359,-0.011034,-0.012721,0.11179
12020,1.8016e+07,0,0.99357,-0.010978,-0.012414,0.11198
12062,1.8026e+07,0,0.99358,-0.011034,-0.012758,0.1119
12106,1.8041e+07,0,0.99357,-0.011612,-0.012301,0.11193
12147,1.8051e+07,0,0.99353,-0.011771,-0.012487,0.11223
12187,1.8061e+07,0,0.99357,-0.011438,-0.012191,0.11201
12230,1.8071e+07,0,0.99353,-0.011263,-0.012262,0.1123
12270,1.8081e+07,0,0.99356,-0.011336,-0.012134,0.11206
12312,1.8091e+07,0,0.99352,-0.011218,-0.012267,0.1124
12355,1.8101e+07,0,0.99356,-0.011106,-0.012142,0.11211
12397,1.8111e+07,0,0.99353,-0.01097,-0.012223,0.11239
12443,1.8123e+07,0,0.99356,-0.010793,-0.01261,0.11213
12483,1.8133e+07,0,0.99353,-0.010711,-0.012338,0.11239
12528,1.8146e+07,0,0.99353,-0.011281,-0.012845,0.1123
12565,1.8156e+07,0,0.99353,-0.011333,-0.012266,0.11229
12606,1.8167e+07,0,0.99352,-0.011621,-0.012652,0.11239
12647,1.8177e+07,0,0.99353,-0.011648,-0.012159,0.1123
12689,1.8187e+07,0,0.99351,-0.011678,-0.012595,0.11242
12730,1.8197e+07,0,0.99353,-0.01172,-0.012127,0.11231
12774,1.8207e+07,0,0.9935,-0.011764,-0.012531,0.11249
12815,1.8217e+07,0,0.99352,-0.011722,-0.012154,0.11237
12855,1.8227e+07,0,0.9935,-0.01162,-0.012543,0.11253
12897,1.8237e+07,0,0.99352,-0.011621,-0.012203,0.11238
12935,1.8247e+07,0,0.9935,-0.011526,-0.012539,0.11258
12972,1.8257e+07,0,0.99352,-0.011395,-0.012195,0.1124
13013,1.8267e+07,0,0.9935,-0.011223,-0.012497,0.11256
13054,1.8277e+07,0,0.99353,-0.011272,-0.012191,0.11238
13096,1.8287e+07,0,0.9935,-0.011149,-0.012385,0.11261
13136,1.8298e+07,0,0.99353,-0.011156,-0.012104,0.1124
13181,1.8307e+07,0,0.9935,-0.011022,-0.012271,0.11261
13221,1.8317e+07,0,0.99353,-0.011202,-0.012099,0.1124
13264,1.8327e+07,0,0.99349,-0.011117,-0.01226,0.11268
13305,1.8338e+07,0,0.99352,-0.011163,-0.012118,0.11247
13343,1.8351e+07,0,0.99349,-0.011052,-0.012345,0.11268
13383,1.8361e+07,0,0.99351,-0.011274,-0.012606,0.11249
13424,1.8371e+07,0,0.99348,-0.011241,-0.012444,0.11277
13466,1.8381e+07,0,0.9935,-0.011259,-0.012691,0.11255
13506,1.8391e+07,0,0.99348,-0.011196,-0.012416,0.11277
13548,1.8401e+07,0,0.99349,-0.011367,-0.012844,0.11261
13592,1.8411e+07,0,0.99348,-0.011278,-0.01239,0.11276
13632,1.8421e+07,0,0.99349,-0.011235,-0.012768,0.11266
13673,1.8431e+07,0,0.99349,-0.011143,-0.012292,0.11274
13714,1.8441e+07,0,0.99348,-0.011167,-0.012729,0.11272
13752,1.8451e+07,0,0.99348,-0.011061,-0.012302,0.11276
13792,1.8461e+07,0,0.99348,-0.011014,-0.012636,0.11279
13830,1.8472e+07,0,0.99349,-0.011073,-0.012251,0.11271
13871,1.8482e+07,0,0.99347,-0.011083,-0.01267,0.11283
13911,1.8492e+07,0,0.99349,-0.011106,-0.012331,0.11274
13955,1.8502e+07,0,0.99347,-0.011117,-0.012645,0.11285
14000,1.8511e+07,0,0.99349,-0.011308,-0.012347,0.11271
14041,1.8522e+07,0,0.99347,-0.011355,-0.012615,0.11286
14084,1.8532e+07,0,0.99348,-0.011396,-0.01234,0.11274
14124,1.8542e+07,0,0.99347,-0.011349,-0.012539,0.11286
14165,1.8555e+07,0,0.99348,-0.011633,-0.012392,0.11271
14206,1.8564e+07,0,0.99346,-0.011552,-0.012277,0.11294
14247,1.8575e+07,0,0.99348,-0.011541,-0.012459,0.11271
14287,1.8585e+07,0,0.99347,-0.01137,-0.01224,0.11287
14329,1.8595e+07,0,0.99348,-0.011366,-0.012536,0.11271
14373,1.8605e+07,0,0.99347,-0.011154,-0.012245,0.11289
14416,1.8615e+07,0,0.99349,-0.011071,-0.012611,0.11271
14457,1.8625e+07,0,0.99348,-0.010888,-0.012282,0.11284
14497,1.8635e+07,0,0.99349,-0.010959,-0.012659,0.11271
14539,1.8645e+07,0,0.99348,-0.010889,-0.012272,0.11286
14576,1.8655e+07,0,0.99348,-0.01097,-0.012652,0.11273
14618,1.8666e+07,0,0.99348,-0.01098,-0.01223,0.11284
14659,1.8676e+07,0,0.99348,-0.011199,-0.012587,0.11278
14699,1.8686e+07,0,0.99347,-0.011271,-0.012196,0.11284
14740,1.8696e+07,0,0.99348,-0.011304,-0.012547,0.11278
14784,1.8706e+07,0,0.99348,-0.011335,-0.012202,0.11282
14826,1.8716e+07,0,0.99347,-0.011364,-0.012569,0.11279
14867,1.8726e+07,0,0.99347,-0.011289,-0.012269,0.11284
14910,1.8736e+07,0,0.99348,-0.011183,-0.012614,0.11278
14952,1.8746e+07,0,0.99348,-0.011124,-0.012293,0.1128
14986,1.8757e+07,0,0.99348,-0.011024,-0.012576,0.1128
15026,1.8766e+07,0,0.99349,-0.010954,-0.012288,0.11276
15066,1.8776e+07,0,0.99348,-0.010818,-0.012511,0.11279
15106,1.8787e+07,0,0.99349,-0.010957,-0.012257,0.1127
15148,1.8797e+07,0,0.99347,-0.010883,-0.012395,0.11286
15193,1.8807e+07,0,0.99349,-0.010985,-0.012239,0.11271
15236,1.8817e+07,0,0.99347,-0.010976,-0.012401,0.11287
15277,1.8827e+07,0,0.99349,-0.011262,-0.012286,0.11271
15319,1.8837e+07,0,0.99346,-0.011296,-0.012441,0.11292
15359,1.8847e+07,0,0.99348,-0.011533,-0.012368,0.11274
15394,1.8857e+07,0,0.99346,-0.011515,-0.012473,0.11295
15435,1.8867e+07,0,0.99348,-0.011753,-0.012428,0.11274
15475,1.8877e+07,0,0.99345,-0.011635,-0.012429,0.11299
15516,1.8887e+07,0,0.99347,-0.011677,-0.012406,0.11277
15558,1.8897e+07,0,0.99345,-0.011493,-0.012378,0.11298
15601,1.8908e+07,0,0.99347,-0.011537,-0.012408,0.11279
15643,1.8918e+07,0,0.99345,-0.011278,-0.012232,0.11307
15683,1.8928e+07,0,0.99347,-0.011143,-0.012318,0.11287
15727,1.8938e+07,0,0.99345,-0.011026,-0.012181,0.11311
15768,1.8951e+07,0,0.99345,-0.010887,-0.012364,0.11307
15809,1.8961e+07,0,0.99345,-0.010879,-0.012185,0.11309
15846,1.8971e+07,0,0.99344,-0.010777,-0.01244,0.11318
15887,1.8981e+07,0,0.99345,-0.010947,-0.012264,0.1131
15928,1.8991e+07,0,0.99342,-0.010987,-0.012566,0.11329
15970,1.9001e+07,0,0.99344,-0.011192,-0.012389,0.11314
16016,1.9011e+07,0,0.99341,-0.011141,-0.012588,0.11338
16056,1.9021e+07,0,0.99344,-0.011408,-0.012446,0.11311
16097,1.9031e+07,0,0.9934,-0.011354,-0.012602,0.11347
16140,1.9041e+07,0,0.99343,-0.011526,-0.012514,0.11315
16177,1.9054e+07,0,0.99339,-0.011497,-0.012294,0.11353
16218,1.9064e+07,0,0.99342,-0.01155,-0.012554,0.11324
16258,1.9074e+07,0,0.99339,-0.011401,-0.01226,0.11357
16299,1.9084e+07,0,0.99341,-0.011288,-0.012524,0.11335
16341,1.9094e+07,0,0.99339,-0.011123,-0.012269,0.11357
16382,1.9104e+07,0,0.9934,-0.011052,-0.012499,0.11345
16427,1.9114e+07,0,0.99339,-0.010969,-0.012251,0.11362
16467,1.9124e+07,0,0.99339,-0.010862,-0.012462,0.11359
16509,1.9134e+07,0,0.99338,-0.010895,-0.012262,0.11366
16552,1.9144e+07,0,0.99338,-0.010912,-0.012488,0.11368
16593,1.9159e+07,0,0.99338,-0.011386,-0.012358,0.11363
16633,1.9169e+07,0,0.99334,-0.011355,-0.012422,0.11395
16675,1.918e+07,0,0.99337,-0.011546,-0.01239,0.11367
16716,1.919e+07,0,0.99334,-0.011544,-0.012351,0.11395
16756,1.92e+07,0,0.99337,-0.011662,-0.012413,0.1137
16800,1.921e+07,0,0.99335,-0.011549,-0.012409,0.11391
16841,1.9221e+07,0,0.99337,-0.011576,-0.012456,0.11368
16883,1.9231e+07,0,0.99335,-0.011472,-0.012366,0.11392
16924,1.9241e+07,0,0.99337,-0.011288,-0.012444,0.11373
16964,1.9251e+07,0,0.99335,-0.011153,-0.012307,0.11389
17002,1.9264e+07,0,0.99335,-0.011114,-0.012593,0.11386
17047,1.9276e+07,0,0.99337,-0.011264,-0.012397,0.11376
17088,1.9286e+07,0,0.99334,-0.010985,-0.01252,0.11403
17129,1.9296e+07,0,0.99336,-0.011132,-0.012416,0.11379
17169,1.9306e+07,0,0.99333,-0.010979,-0.012534,0.11414
17217,1.9319e+07,0,0.99334,-0.011056,-0.012307,0.11402
17261,1.9329e+07,0,0.99331,-0.011097,-0.012243,0.11431
17301,1.9339e+07,0,0.99334,-0.011255,-0.012257,0.11405
17342,1.9352e+07,0,0.99331,-0.011552,-0.012465,0.11418
17379,1.9362e+07,0,0.99331,-0.011523,-0.012597,0.11418
17420,1.9372e+07,0,0.99332,-0.011693,-0.012525,0.11413
17463,1.9382e+07,0,0.99331,-0.011633,-0.012614,0.11415
17503,1.9392e+07,0,0.99333,-0.011722,-0.012479,0.11406
17545,1.9402e+07,0,0.99331,-0.011532,-0.012617,0.11417
17588,1.9412e+07,0,0.99333,-0.011546,-0.012508,0.11406
17630,1.9422e+07,0,0.99331,-0.011335,-0.012618,0.1142
17670,1.9432e+07,0,0.99333,-0.011327,-0.012459,0.11411
17711,1.9442e+07,0,0.99331,-0.011066,-0.012572,0.1143
17752,1.9455e+07,0,0.99332,-0.011006,-0.012152,0.11421
