LineNo,TimeUS,C,YC,YCS,Y0,Y1,Y2,Y3,Y4,W0,W1,W2,W3,W4
2253,1.6425e+09,0,331.72,12.781,217.52,289.47,359.45,70.213,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2297,1.6425e+09,0,331.72,12.781,217.52,289.47,359.45,70.213,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2339,1.6425e+09,0,331.72,12.781,217.51,289.47,359.45,70.212,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2382,1.6425e+09,0,331.71,12.781,217.51,289.47,359.45,70.211,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2425,1.6425e+09,0,331.71,12.781,217.51,289.47,359.45,70.21,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2471,1.6425e+09,0,331.71,12.781,217.51,289.47,359.44,70.208,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2515,1.6425e+09,0,331.71,12.781,217.51,289.47,359.44,70.208,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2557,1.6425e+09,0,331.71,12.781,217.51,289.47,359.44,70.206,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2600,1.6425e+09,0,331.71,12.781,217.51,289.46,359.44,70.204,143.47,0.17523,0.24049,0.24895,0.18635,0.14897
2645,1.6425e+09,0,331.71,12.781,217.51,289.46,359.44,70.203,143.46,0.17523,0.24049,0.24895,0.18635,0.14897
2691,1.6426e+09,0,331.71,12.781,217.53,289.58,359.49,70.113,143.35,0.16352,0.24668,0.26621,0.18671,0.13688
2736,1.6426e+09,0,335.96,12.279,217.53,289.58,359.49,70.109,143.35,0.16352,0.24668,0.26621,0.18671,0.13688
2781,1.6426e+09,0,335.96,12.279,217.52,289.58,359.49,70.107,143.35,0.16352,0.24668,0.26621,0.18671,0.13688
2826,1.6426e+09,0,335.96,12.279,217.52,289.57,359.48,70.104,143.34,0.16352,0.24668,0.26621,0.18671,0.13688
2875,1.6426e+09,0,335.95,12.279,217.52,289.57,359.48,70.101,143.34,0.16352,0.24668,0.26621,0.18671,0.13688
2919,1.6426e+09,0,335.95,12.279,217.52,289.57,359.48,70.1,143.34,0.16352,0.24668,0.26621,0.18671,0.13688
2966,1.6426e+09,0,335.95,12.279,217.51,289.57,359.48,70.098,143.34,0.16352,0.24668,0.26621,0.18671,0.13688
3010,1.6426e+09,0,335.95,12.279,217.51,289.57,359.48,70.098,143.34,0.16352,0.24668,0.26621,0.18671,0.13688
3055,1.6426e+09,0,335.95,12.279,217.51,289.57,359.48,70.096,143.34,0.16352,0.24668,0.26621,0.18671,0.13688
3099,1.6427e+09,0,335.95,12.279,217.51,289.57,359.47,70.094,143.33,0.16352,0.24668,0.26621,0.18671,0.13688
3144,1.6427e+09,0,335.94,12.279,217.51,289.56,359.47,70.092,143.33,0.16352,0.24668,0.26621,0.18671,0.13688
3189,1.6427e+09,0,335.94,12.279,217.51,289.56,359.47,70.092,143.33,0.16352,0.24668,0.26621,0.18671,0.13688
3233,1.6427e+09,0,335.94,12.279,217.51,289.56,359.47,70.09,143.33,0.16352,0.24668,0.26621,0.18671,0.13688
3280,1.6427e+09,0,335.94,12.279,217.5,289.56,359.47,70.089,143.33,0.16352,0.24668,0.26621,0.18671,0.13688
3330,1.6427e+09,0,335.94,12.279,217.5,289.56,359.47,70.086,143.33,0.16352,0.24668,0.26621,0.18671,0.13688
3376,1.6427e+09,0,335.94,12.279,217.5,289.56,359.46,70.084,143.32,0.16352,0.24668,0.26621,0.18671,0.13688
3420,1.6427e+09,0,335.94,12.279,217.5,289.56,359.46,70.084,143.32,0.16352,0.24668,0.26621,0.18671,0.13688
3465,1.6427e+09,0,335.93,12.279,217.5,289.55,359.46,70.082,143.32,0.16352,0.24668,0.26621,0.18671,0.13688
3510,1.6427e+09,0,335.93,12.279,217.5,289.55,359.46,70.08,143.32,0.16352,0.24668,0.26621,0.18671,0.13688
3557,1.6428e+09,0,335.93,12.279,217.49,289.55,359.46,70.077,143.32,0.16352,0.24668,0.26621,0.18671,0.13688
3599,1.6428e+09,0,335.93,12.279,217.31,289.59,359.66,70.164,143.17,0.1521,0.23366,0.27518,0.20089,0.13817
3643,1.6428e+09,0,347.48,12.002,217.31,289.58,359.65,70.162,143.17,0.1521,0.23366,0.27518,0.20089,0.13817
3687,1.6428e+09,0,347.48,12.002,217.31,289.58,359.65,70.16,143.16,0.1521,0.23366,0.27518,0.20089,0.13817
3734,1.6428e+09,0,347.48,12.002,217.31,289.58,359.65,70.158,143.16,0.1521,0.23366,0.27518,0.20089,0.13817
3782,1.6428e+09,0,347.48,12.002,217.31,289.58,359.65,70.155,143.16,0.1521,0.23366,0.27518,0.20089,0.13817
3827,1.6428e+09,0,347.48,12.002,217.31,289.58,359.65,70.155,143.16,0.1521,0.23366,0.27518,0.20089,0.13817
3871,1.6428e+09,0,347.48,12.002,217.3,289.58,359.64,70.154,143.16,0.1521,0.23366,0.27518,0.20089,0.13817
3916,1.6428e+09,0,347.47,12.002,217.3,289.58,359.64,70.153,143.16,0.1521,0.23366,0.27518,0.20089,0.13817
3961,1.6429e+09,0,347.47,12.002,217.3,289.57,359.64,70.151,143.15,0.1521,0.23366,0.27518,0.20089,0.13817
4005,1.6429e+09,0,347.47,12.002,217.3,289.57,359.64,70.149,143.15,0.1521,0.23366,0.27518,0.20089,0.13817
4050,1.6429e+09,0,347.47,12.002,217.3,289.57,359.64,70.147,143.15,0.1521,0.23366,0.27518,0.20089,0.13817
4094,1.6429e+09,0,347.47,12.002,217.3,289.57,359.64,70.147,143.15,0.1521,0.23366,0.27518,0.20089,0.13817
4139,1.6429e+09,0,347.47,12.002,217.3,289.57,359.64,70.145,143.15,0.1521,0.23366,0.27518,0.20089,0.13817
4184,1.6429e+09,0,347.47,12.002,217.3,289.57,359.64,70.146,143.15,0.1521,0.23366,0.27518,0.20089,0.13817
4233,1.6429e+09,0,347.46,12.002,217.29,289.56,359.63,70.142,143.15,0.1521,0.23366,0.27518,0.20089,0.13817
4278,1.6429e+09,0,347.46,12.002,217.29,289.56,359.63,70.141,143.14,0.1521,0.23366,0.27518,0.20089,0.13817
4322,1.6429e+09,0,347.46,12.002,217.29,289.56,359.63,70.139,143.14,0.1521,0.23366,0.27518,0.20089,0.13817
4367,1.6429e+09,0,347.46,12.002,217.25,289.35,359.53,70.283,143.33,0.1679,0.24244,0.25874,0.18799,0.14292
4409,1.643e+09,0,335.52,12.413,217.25,289.35,359.53,70.28,143.33,0.1679,0.24244,0.25874,0.18799,0.14292
4452,1.643e+09,0,335.52,12.413,217.25,289.35,359.52,70.279,143.33,0.1679,0.24244,0.25874,0.18799,0.14292
4496,1.643e+09,0,335.52,12.413,217.25,289.35,359.52,70.279,143.33,0.1679,0.24244,0.25874,0.18799,0.14292
4538,1.643e+09,0,335.52,12.413,217.25,289.34,359.52,70.277,143.33,0.1679,0.24244,0.25874,0.18799,0.14292
4581,1.643e+09,0,335.52,12.413,217.24,289.34,359.52,70.275,143.32,0.1679,0.24244,0.25874,0.18799,0.14292
4623,1.643e+09,0,335.52,12.413,217.24,289.34,359.52,70.273,143.32,0.1679,0.24244,0.25874,0.18799,0.14292
4672,1.643e+09,0,335.51,12.413,217.24,289.34,359.52,70.271,143.32,0.1679,0.24244,0.25874,0.18799,0.14292
4715,1.643e+09,0,335.51,12.413,217.24,289.34,359.52,70.271,143.32,0.1679,0.24244,0.25874,0.18799,0.14292
4758,1.643e+09,0,335.51,12.413,217.24,289.33,359.51,70.268,143.32,0.1679,0.24244,0.25874,0.18799,0.14292
4801,1.6431e+09,0,335.51,12.413,217.24,289.33,359.51,70.265,143.32,0.1679,0.24244,0.25874,0.18799,0.14292
4843,1.6431e+09,0,335.5,12.413,217.23,289.33,359.51,70.262,143.31,0.1679,0.24244,0.25874,0.18799,0.14292
4886,1.6431e+09,0,335.5,12.413,217.23,289.33,359.51,70.261,143.31,0.1679,0.24244,0.25874,0.18799,0.14292
4929,1.6431e+09,0,335.5,12.413,217.23,289.33,359.51,70.259,143.31,0.1679,0.24244,0.25874,0.18799,0.14292
4972,1.6431e+09,0,335.5,12.413,217.23,289.33,359.51,70.259,143.31,0.1679,0.24244,0.25874,0.18799,0.14292
5015,1.6431e+09,0,335.5,12.413,217.23,289.32,359.5,70.257,143.31,0.1679,0.24244,0.25874,0.18799,0.14292
5058,1.6431e+09,0,335.5,12.413,217.23,289.32,359.5,70.256,143.31,0.1679,0.24244,0.25874,0.18799,0.14292
5105,1.6431e+09,0,335.5,12.413,217.22,289.32,359.5,70.254,143.3,0.1679,0.24244,0.25874,0.18799,0.14292
5148,1.6431e+09,0,335.5,12.413,217.22,289.32,359.5,70.254,143.3,0.1679,0.24244,0.25874,0.18799,0.14292
5191,1.6431e+09,0,335.5,12.413,217.22,289.32,359.5,70.254,143.3,0.1679,0.24244,0.25874,0.18799,0.14292
5229,1.6432e+09,0,335.49,12.413,217.26,289.4,359.51,70.182,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5273,1.6432e+09,0,339.45,12.045,217.26,289.4,359.51,70.181,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5318,1.6432e+09,0,339.45,12.045,217.26,289.39,359.51,70.179,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5362,1.6432e+09,0,339.45,12.045,217.26,289.39,359.51,70.178,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5407,1.6432e+09,0,339.45,12.045,217.26,289.39,359.51,70.177,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5451,1.6432e+09,0,339.44,12.045,217.25,289.39,359.5,70.175,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5496,1.6432e+09,0,339.44,12.045,217.25,289.39,359.5,70.175,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5545,1.6432e+09,0,339.44,12.045,217.25,289.39,359.5,70.172,143.24,0.15744,0.24515,0.27347,0.19001,0.13392
5590,1.6432e+09,0,339.44,12.045,217.25,289.38,359.5,70.169,143.23,0.15744,0.24515,0.27347,0.19001,0.13392
5634,1.6432e+09,0,339.44,12.045,217.24,289.38,359.5,70.167,143.23,0.15744,0.24515,0.27347,0.19001,0.13392
5679,1.6433e+09,0,339.43,12.045,217.24,289.38,359.49,70.165,143.23,0.15744,0.24515,0.27347,0.19001,0.13392
5724,1.6433e+09,0,339.43,12.045,217.24,289.38,359.49,70.163,143.23,0.15744,0.24515,0.27347,0.19001,0.13392
5768,1.6433e+09,0,339.43,12.045,217.24,289.38,359.49,70.162,143.23,0.15744,0.24515,0.27347,0.19001,0.13392
5814,1.6433e+09,0,339.43,12.045,217.24,289.38,359.49,70.162,143.23,0.15744,0.24515,0.27347,0.19001,0.13392
5861,1.6433e+09,0,339.43,12.045,217.24,289.38,359.49,70.161,143.22,0.15744,0.24515,0.27347,0.19001,0.13392
5906,1.6433e+09,0,339.43,12.045,217.24,289.37,359.49,70.159,143.22,0.15744,0.24515,0.27347,0.19001,0.13392
5950,1.6433e+09,0,339.43,12.045,217.24,289.37,359.49,70.158,143.22,0.15744,0.24515,0.27347,0.19001,0.13392
6000,1.6433e+09,0,339.42,12.045,217.23,289.37,359.48,70.154,143.22,0.15744,0.24515,0.27347,0.19001,0.13392
6044,1.6433e+09,0,339.42,12.045,217.23,289.37,359.48,70.154,143.22,0.15744,0.24515,0.27347,0.19001,0.13392
6087,1.6434e+09,0,339.42,12.045,217.34,289.32,359.34,70.107,143.33,0.16517,0.27336,0.2739,0.16692,0.12066
6131,1.6434e+09,0,325.58,12.043,217.34,289.32,359.34,70.106,143.33,0.16517,0.27336,0.2739,0.16692,0.12066
6176,1.6434e+09,0,325.57,12.043,217.34,289.31,359.34,70.103,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6223,1.6434e+09,0,325.57,12.043,217.33,289.31,359.33,70.1,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6268,1.6434e+09,0,325.57,12.043,217.33,289.31,359.33,70.099,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6312,1.6434e+09,0,325.57,12.043,217.33,289.31,359.33,70.097,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6357,1.6434e+09,0,325.57,12.043,217.33,289.31,359.33,70.097,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6404,1.6434e+09,0,325.57,12.043,217.34,289.31,359.34,70.103,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6451,1.6434e+09,0,325.57,12.043,217.34,289.31,359.34,70.103,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6495,1.6434e+09,0,325.58,12.043,217.34,289.32,359.34,70.109,143.33,0.16517,0.27336,0.2739,0.16692,0.12066
6539,1.6435e+09,0,325.59,12.043,217.35,289.33,359.35,70.116,143.34,0.16517,0.27336,0.2739,0.16692,0.12066
6587,1.6435e+09,0,325.58,12.043,217.35,289.32,359.35,70.113,143.33,0.16517,0.27336,0.2739,0.16692,0.12066
6631,1.6435e+09,0,325.58,12.043,217.34,289.32,359.34,70.104,143.32,0.16517,0.27336,0.2739,0.16692,0.12066
6676,1.6435e+09,0,325.56,12.043,217.32,289.3,359.33,70.091,143.31,0.16517,0.27336,0.2739,0.16692,0.12066
6721,1.6435e+09,0,325.55,12.043,217.31,289.29,359.32,70.082,143.3,0.16517,0.27336,0.2739,0.16692,0.12066
6766,1.6435e+09,0,325.55,12.043,217.31,289.29,359.32,70.082,143.3,0.16517,0.27336,0.2739,0.16692,0.12066
6811,1.6435e+09,0,325.54,12.043,217.3,289.28,359.3,70.07,143.29,0.16517,0.27336,0.2739,0.16692,0.12066
6859,1.6435e+09,0,325.53,12.043,217.29,289.27,359.29,70.055,143.28,0.16517,0.27336,0.2739,0.16692,0.12066
6906,1.6435e+09,0,325.52,12.043,217.28,289.26,359.28,70.05,143.27,0.16517,0.27336,0.2739,0.16692,0.12066
6951,1.6436e+09,0,325.52,12.043,217.34,289.29,359.25,69.998,143.28,0.1607,0.28923,0.28393,0.15721,0.10892
6993,1.6436e+09,0,323.52,11.722,217.35,289.29,359.25,70.007,143.29,0.1607,0.28923,0.28393,0.15721,0.10892
7041,1.6436e+09,0,323.53,11.722,217.36,289.3,359.26,70.017,143.3,0.1607,0.28923,0.28393,0.15721,0.10892
7084,1.6436e+09,0,323.54,11.722,217.37,289.31,359.27,70.028,143.31,0.1607,0.28923,0.28393,0.15721,0.10892
7126,1.6436e+09,0,323.55,11.722,217.38,289.33,359.29,70.04,143.32,0.1607,0.28923,0.28393,0.15721,0.10892
7170,1.6436e+09,0,323.55,11.722,217.38,289.33,359.29,70.04,143.32,0.1607,0.28923,0.28393,0.15721,0.10892
7213,1.6436e+09,0,323.56,11.722,217.39,289.33,359.29,70.047,143.33,0.1607,0.28923,0.28393,0.15721,0.10892
7259,1.6436e+09,0,323.56,11.722,217.38,289.33,359.29,70.045,143.32,0.1607,0.28923,0.28393,0.15721,0.10892
7302,1.6436e+09,0,323.55,11.722,217.37,289.32,359.28,70.036,143.32,0.1607,0.28923,0.28393,0.15721,0.10892
7345,1.6437e+09,0,323.55,11.722,217.37,289.32,359.28,70.036,143.32,0.1607,0.28923,0.28393,0.15721,0.10892
7390,1.6437e+09,0,323.53,11.722,217.36,289.31,359.27,70.024,143.3,0.1607,0.28923,0.28393,0.15721,0.10892
7432,1.6437e+09,0,323.52,11.722,217.35,289.3,359.26,70.014,143.29,0.1607,0.28923,0.28393,0.15721,0.10892
7472,1.6437e+09,0,323.52,11.722,217.34,289.29,359.25,70.006,143.29,0.1607,0.28923,0.28393,0.15721,0.10892
7514,1.6437e+09,0,323.51,11.722,217.34,289.29,359.25,70.004,143.28,0.1607,0.28923,0.28393,0.15721,0.10892
7558,1.6437e+09,0,323.51,11.722,217.34,289.29,359.25,70.004,143.28,0.1607,0.28923,0.28393,0.15721,0.10892
7601,1.6437e+09,0,323.51,11.722,217.34,289.29,359.25,69.999,143.28,0.1607,0.28923,0.28393,0.15721,0.10892
7644,1.6437e+09,0,323.51,11.722,217.33,289.28,359.24,69.995,143.27,0.1607,0.28923,0.28393,0.15721,0.10892
7696,1.6437e+09,0,323.52,11.722,217.35,289.3,359.26,70.011,143.29,0.1607,0.28923,0.28393,0.15721,0.10892
7740,1.6437e+09,0,323.53,11.722,217.36,289.31,359.27,70.024,143.3,0.1607,0.28923,0.28393,0.15721,0.10892
7782,1.6438e+09,0,323.55,11.722,217.32,289.28,359.31,70.101,143.33,0.16844,0.28555,0.27306,0.15757,0.11538
7828,1.6438e+09,0,320.93,11.863,217.32,289.28,359.32,70.106,143.33,0.16844,0.28555,0.27306,0.15757,0.11538
7873,1.6438e+09,0,320.93,11.863,217.32,289.28,359.32,70.106,143.33,0.16844,0.28555,0.27306,0.15757,0.11538
7920,1.6438e+09,0,320.94,11.863,217.33,289.29,359.32,70.108,143.34,0.16844,0.28555,0.27306,0.15757,0.11538
7964,1.6438e+09,0,320.95,11.863,217.35,289.31,359.34,70.127,143.36,0.16844,0.28555,0.27306,0.15757,0.11538
8009,1.6438e+09,0,320.93,11.863,217.33,289.29,359.32,70.107,143.34,0.16844,0.28555,0.27306,0.15757,0.11538
8053,1.6438e+09,0,320.93,11.863,217.32,289.28,359.31,70.1,143.33,0.16844,0.28555,0.27306,0.15757,0.11538
8098,1.6438e+09,0,320.91,11.863,217.3,289.26,359.29,70.078,143.31,0.16844,0.28555,0.27306,0.15757,0.11538
8148,1.6438e+09,0,320.93,11.863,217.32,289.28,359.31,70.102,143.33,0.16844,0.28555,0.27306,0.15757,0.11538
8192,1.6439e+09,0,320.9,11.863,217.3,289.26,359.29,70.077,143.3,0.16844,0.28555,0.27306,0.15757,0.11538
8238,1.6439e+09,0,320.88,11.863,217.27,289.23,359.26,70.054,143.28,0.16844,0.28555,0.27306,0.15757,0.11538
8282,1.6439e+09,0,320.88,11.863,217.27,289.23,359.26,70.054,143.28,0.16844,0.28555,0.27306,0.15757,0.11538
8328,1.6439e+09,0,320.92,11.863,217.31,289.27,359.3,70.095,143.32,0.16844,0.28555,0.27306,0.15757,0.11538
8372,1.6439e+09,0,320.91,11.863,217.3,289.26,359.29,70.08,143.31,0.16844,0.28555,0.27306,0.15757,0.11538
8417,1.6439e+09,0,320.92,11.863,217.31,289.27,359.3,70.088,143.32,0.16844,0.28555,0.27306,0.15757,0.11538
8462,1.6439e+09,0,320.93,11.863,217.32,289.28,359.31,70.099,143.33,0.16844,0.28555,0.27306,0.15757,0.11538
8507,1.6439e+09,0,320.93,11.863,217.32,289.28,359.31,70.099,143.33,0.16844,0.28555,0.27306,0.15757,0.11538
8552,1.6439e+09,0,320.94,11.863,217.33,289.29,359.32,70.112,143.34,0.16844,0.28555,0.27306,0.15757,0.11538
8600,1.6439e+09,0,320.94,11.863,217.34,289.3,359.33,70.117,143.35,0.16844,0.28555,0.27306,0.15757,0.11538
8644,1.644e+09,0,320.92,11.863,217.18,289.19,359.38,70.222,143.32,0.1842,0.25788,0.24555,0.17051,0.14187
8685,1.644e+09,0,318.65,12.57,217.2,289.22,359.41,70.247,143.34,0.1842,0.25788,0.24555,0.17051,0.14187
8730,1.644e+09,0,318.64,12.57,217.19,289.21,359.4,70.238,143.33,0.1842,0.25788,0.24555,0.17051,0.14187
8776,1.644e+09,0,318.64,12.57,217.19,289.21,359.4,70.238,143.33,0.1842,0.25788,0.24555,0.17051,0.14187
8817,1.644e+09,0,318.62,12.57,217.17,289.19,359.38,70.218,143.31,0.1842,0.25788,0.24555,0.17051,0.14187
8863,1.644e+09,0,318.63,12.57,217.18,289.2,359.39,70.225,143.32,0.1842,0.25788,0.24555,0.17051,0.14187
8907,1.644e+09,0,318.61,12.57,217.17,289.18,359.37,70.212,143.31,0.1842,0.25788,0.24555,0.17051,0.14187
8951,1.644e+09,0,318.61,12.57,217.16,289.18,359.37,70.205,143.3,0.1842,0.25788,0.24555,0.17051,0.14187
8997,1.644e+09,0,318.61,12.57,217.16,289.18,359.37,70.205,143.3,0.1842,0.25788,0.24555,0.17051,0.14187
9045,1.644e+09,0,318.62,12.57,217.17,289.19,359.38,70.221,143.32,0.1842,0.25788,0.24555,0.17051,0.14187
9091,1.6441e+09,0,318.62,12.57,217.17,289.19,359.38,70.216,143.31,0.1842,0.25788,0.24555,0.17051,0.14187
9135,1.6441e+09,0,318.62,12.57,217.18,289.19,359.38,70.222,143.32,0.1842,0.25788,0.24555,0.17051,0.14187
9180,1.6441e+09,0,318.64,12.57,217.19,289.21,359.4,70.241,143.34,0.1842,0.25788,0.24555,0.17051,0.14187
9224,1.6441e+09,0,318.63,12.57,217.19,289.2,359.39,70.233,143.33,0.1842,0.25788,0.24555,0.17051,0.14187
9269,1.6441e+09,0,318.64,12.57,217.2,289.21,359.4,70.244,143.34,0.1842,0.25788,0.24555,0.17051,0.14187
9314,1.6441e+09,0,318.65,12.57,217.2,289.22,359.41,70.246,143.34,0.1842,0.25788,0.24555,0.17051,0.14187
9358,1.6441e+09,0,318.65,12.57,217.2,289.22,359.41,70.246,143.34,0.1842,0.25788,0.24555,0.17051,0.14187
9403,1.6441e+09,0,318.64,12.57,217.19,289.21,359.4,70.238,143.33,0.1842,0.25788,0.24555,0.17051,0.14187
9448,1.6441e+09,0,318.64,12.57,217.19,289.21,359.4,70.236,143.33,0.1842,0.25788,0.24555,0.17051,0.14187
9497,1.6441e+09,0,318.64,12.57,217.19,289.21,359.4,70.239,143.33,0.1842,0.25788,0.24555,0.17051,0.14187
9543,1.6442e+09,0,318.63,12.57,217.14,289.17,359.42,70.283,143.34,0.19467,0.24657,0.22952,0.17324,0.15601
9586,1.6442e+09,0,312.55,12.752,217.15,289.17,359.42,70.29,143.34,0.19467,0.24657,0.22952,0.17324,0.15601
9629,1.6442e+09,0,312.53,12.752,217.13,289.16,359.41,70.273,143.33,0.19467,0.24657,0.22952,0.17324,0.15601
9671,1.6442e+09,0,312.55,12.752,217.15,289.18,359.43,70.296,143.35,0.19467,0.24657,0.22952,0.17324,0.15601
9716,1.6442e+09,0,312.55,12.752,217.15,289.18,359.43,70.296,143.35,0.19467,0.24657,0.22952,0.17324,0.15601
9758,1.6442e+09,0,312.56,12.752,217.16,289.18,359.43,70.301,143.35,0.19467,0.24657,0.22952,0.17324,0.15601
9801,1.6442e+09,0,312.54,12.752,217.14,289.17,359.42,70.284,143.34,0.19467,0.24657,0.22952,0.17324,0.15601
9844,1.6442e+09,0,312.57,12.752,217.17,289.19,359.44,70.311,143.36,0.19467,0.24657,0.22952,0.17324,0.15601
9889,1.6442e+09,0,312.57,12.752,217.17,289.2,359.45,70.316,143.37,0.19467,0.24657,0.22952,0.17324,0.15601
9933,1.6443e+09,0,312.57,12.752,217.17,289.2,359.45,70.316,143.37,0.19467,0.24657,0.22952,0.17324,0.15601
9976,1.6443e+09,0,312.56,12.752,217.16,289.19,359.44,70.303,143.36,0.19467,0.24657,0.22952,0.17324,0.15601
10019,1.6443e+09,0,312.57,12.752,217.17,289.2,359.45,70.315,143.37,0.19467,0.24657,0.22952,0.17324,0.15601
10063,1.6443e+09,0,312.57,12.752,217.17,289.2,359.45,70.315,143.37,0.19467,0.24657,0.22952,0.17324,0.15601
10106,1.6443e+09,0,312.55,12.752,217.15,289.18,359.43,70.293,143.35,0.19467,0.24657,0.22952,0.17324,0.15601
10149,1.6443e+09,0,312.56,12.752,217.16,289.19,359.43,70.302,143.35,0.19467,0.24657,0.22952,0.17324,0.15601
10193,1.6443e+09,0,312.56,12.752,217.16,289.19,359.43,70.302,143.35,0.19467,0.24657,0.22952,0.17324,0.15601
10236,1.6443e+09,0,312.55,12.752,217.15,289.18,359.43,70.297,143.35,0.19467,0.24657,0.22952,0.17324,0.15601
10280,1.6443e+09,0,312.53,12.752,217.13,289.16,359.41,70.276,143.33,0.19467,0.24657,0.22952,0.17324,0.15601
10324,1.6444e+09,0,312.54,12.752,217.01,289.1,359.49,70.403,143.33,0.2111,0.20792,0.1941,0.18793,0.19895
10368,1.6444e+09,0,264.2,13.533,217.03,289.11,359.5,70.415,143.34,0.2111,0.20792,0.1941,0.18793,0.19895
10413,1.6444e+09,0,264.2,13.533,217.02,289.1,359.5,70.408,143.34,0.2111,0.20792,0.1941,0.18793,0.19895
10459,1.6444e+09,0,264.2,13.533,217.03,289.11,359.5,70.415,143.34,0.2111,0.20792,0.1941,0.18793,0.19895
10503,1.6444e+09,0,264.21,13.533,217.04,289.12,359.51,70.425,143.35,0.2111,0.20792,0.1941,0.18793,0.19895
10548,1.6444e+09,0,264.21,13.533,217.04,289.12,359.52,70.428,143.36,0.2111,0.20792,0.1941,0.18793,0.19895
10592,1.6444e+09,0,264.21,13.533,217.04,289.12,359.52,70.428,143.36,0.2111,0.20792,0.1941,0.18793,0.19895
10637,1.6444e+09,0,264.23,13.533,217.05,289.13,359.53,70.439,143.37,0.2111,0.20792,0.1941,0.18793,0.19895
10682,1.6444e+09,0,264.23,13.534,217.05,289.14,359.53,70.443,143.37,0.2111,0.20792,0.1941,0.18793,0.19895
