LineNo,FileName,Offset,Length,Data
51094,0,5952,64,0
51265,0,6016,64,0
51551,0,6080,64,0
51715,0,6144,64,0
51926,0,6208,64,0
52052,0,6272,64,0
52298,0,6336,64,0
52421,0,6400,64,0
52702,0,6464,64,0
52952,0,6528,64,0
53166,0,6592,64,0
53363,0,6656,64,0
53533,0,6720,64,0
53773,0,6784,64,0
53941,0,6848,64,0
54111,0,6912,64,0
54312,0,6976,64,0
54558,0,7040,64,0
54684,0,7104,64,0
54891,0,7168,64,0
55099,0,7232,64,0
55385,0,7296,64,0
55552,0,7360,64,0
55720,0,7424,64,0
55968,0,7488,64,0
56136,0,7552,64,0
56332,0,7616,64,0
56545,0,0,64,0
56877,0,64,64,0
57078,0,128,64,0
57288,0,192,64,0
57542,0,256,64,0
57748,0,320,64,0
57954,0,384,64,0
58160,0,448,7,47257
60268,0,512,25,0
60720,0,0,64,0
60927,0,64,58,0
61378,0,0,64,0
61579,0,64,64,0
61750,0,128,64,0
61832,0,192,64,0
62078,0,256,64,0
62242,0,320,64,0
62409,0,384,64,0
62614,0,448,64,0
62896,0,512,64,0
63022,0,576,64,0
63187,0,640,64,0
63389,0,704,64,0
63520,0,768,64,0
63805,0,832,64,0
64050,0,896,64,0
64178,0,960,64,0
64460,0,1024,64,0
64625,0,1088,40,0
64992,0,0,64,0
65193,0,64,58,0
66132,0,0,64,0
66293,0,64,64,0
66454,0,128,64,0
66739,0,192,64,0
66907,0,256,64,0
67105,0,320,64,0
67189,0,384,64,0
67678,0,512,64,0
67802,0,576,64,0
67977,0,640,64,0
68182,0,704,64,0
68375,0,768,64,0
68542,0,832,64,0
68746,0,896,64,0
68867,0,960,64,0
69112,0,1024,64,0
69315,0,1088,64,0
69441,0,1152,64,0
69721,0,1216,64,0
69885,0,1280,64,0
70010,0,1344,64,0
70177,0,1408,64,0
70373,0,1472,64,0
70578,0,1536,64,0
70772,0,1600,64,0
70940,0,1664,64,0
71138,0,1728,64,0
71347,0,1792,64,0
71540,0,1856,64,0
71713,0,1920,64,0
72025,0,1984,64,0
72075,0,2048,64,0
72272,0,2112,64,0
72470,0,2176,64,0
72643,0,2240,64,0
72891,0,2304,64,0
73124,0,2368,64,0
73336,0,2432,64,0
73541,0,2496,64,0
73740,0,2560,64,0
73943,0,2624,64,0
74072,0,2688,64,0
74312,0,2752,64,0
74514,0,2816,64,0
74681,0,2880,64,0
74925,0,2944,64,0
75164,0,3008,64,0
75406,0,3072,64,0
75565,0,3136,64,0
75731,0,3200,64,0
75936,0,3264,64,0
76176,0,3328,64,0
76375,0,3392,64,0
76624,0,3456,64,0
76789,0,3520,64,0
76957,0,3584,64,0
77227,0,3648,64,0
77396,0,3712,64,0
77562,0,3776,64,0
77764,0,3840,64,0
77962,0,3904,64,0
78207,0,3968,64,0
78409,0,4032,64,0
78610,0,4096,64,0
78781,0,4160,64,0
78988,0,4224,64,0
79187,0,4288,64,0
79352,0,4352,64,0
79550,0,4416,64,0
79840,0,4480,64,0
80198,0,4544,64,0
82387,0,5184,64,0
82516,0,5248,64,0
82796,0,5312,64,0
82959,0,5376,64,0
83156,0,5440,64,0
83279,0,5504,64,0
83488,0,5568,64,0
83653,0,5632,64,0
85535,0,6272,64,0
85737,0,6336,64,0
85940,0,6400,64,0
86110,0,6464,10,0
86435,0,0,64,0
86677,0,64,64,0
86802,0,128,64,0
87167,0,256,64,0
87494,0,384,64,0
87653,0,448,64,0
88061,0,576,64,0
88193,0,640,64,0
88388,0,704,64,0
88592,0,768,64,0
88799,0,832,64,0
89159,0,960,64,0
89366,0,1024,64,0
89609,0,1088,64,0
89740,0,1152,64,0
89944,0,1216,64,0
90105,0,1280,64,0
90387,0,1344,64,0
90592,0,1408,64,0
90714,0,1472,64,0
90877,0,1536,64,0
91120,0,1600,64,0
91281,0,1664,64,0
91484,0,1728,64,0
91648,0,1792,64,0
91856,0,1856,64,0
92051,0,1920,64,0
92216,0,1984,64,0
92348,0,2048,64,0
92466,0,2112,64,0
92708,0,2176,64,0
92873,0,2240,64,0
93072,0,2304,64,0
93200,0,2368,64,0
93481,0,2432,64,0
93680,0,2496,64,0
93811,0,2560,64,0
93972,0,2624,64,0
94214,0,2688,64,0
94378,0,2752,64,0
94502,0,2816,64,0
94667,0,2880,64,0
94908,0,2944,64,0
95110,0,3008,64,0
95306,0,3072,64,0
95437,0,3136,64,0
95712,0,3200,64,0
95881,0,3264,64,0
96081,0,3328,64,0
96331,0,3392,64,0
96576,0,3456,64,0
96738,0,3520,64,0
96896,0,3584,64,0
97022,0,3648,64,0
97228,0,3712,64,0
97390,0,3776,64,0
97591,0,3840,64,0
97797,0,3904,64,0
98081,0,3968,64,0
98255,0,4032,64,0
98444,0,4096,64,0
98569,0,4160,64,0
98850,0,4224,64,0
99021,0,4288,64,0
99254,0,4352,64,0
99382,0,4416,64,0
99621,0,4480,64,0
99786,0,4544,64,0
99979,0,4608,64,0
1.0015e+05,0,4672,64,0
1.0035e+05,0,4736,64,0
1.0052e+05,0,4800,64,0
1.0072e+05,0,4864,64,0
1.0091e+05,0,4928,64,0
1.0116e+05,0,4992,64,0
1.0129e+05,0,5056,64,0
1.0149e+05,0,5120,64,0
1.0162e+05,0,5184,64,0
1.0186e+05,0,5248,64,0
1.0201e+05,0,5312,64,0
1.0218e+05,0,5376,64,0
1.0226e+05,0,5440,64,0
1.0243e+05,0,5504,64,0
1.0263e+05,0,5568,64,0
1.0283e+05,0,5632,64,0
1.0296e+05,0,5696,64,0
1.0316e+05,0,5760,64,0
1.034e+05,0,5824,64,0
1.0361e+05,0,5888,64,0
1.0377e+05,0,5952,64,0
1.0397e+05,0,6016,64,0
1.0418e+05,0,6080,64,0
1.0435e+05,0,6144,64,0
1.0455e+05,0,6208,64,0
1.0467e+05,0,6272,64,0
1.0492e+05,0,6336,64,0
1.0516e+05,0,6400,64,0
1.0532e+05,0,6464,64,0
1.0553e+05,0,6528,64,0
1.0573e+05,0,6592,64,0
1.059e+05,0,6656,64,0
1.061e+05,0,6720,64,0
1.0627e+05,0,6784,64,0
1.0648e+05,0,6848,64,0
1.0668e+05,0,6912,64,0
1.0685e+05,0,6976,64,0
1.0704e+05,0,7040,64,0
1.0721e+05,0,7104,64,0
1.0734e+05,0,7168,64,0
1.0754e+05,0,7232,64,0
1.077e+05,0,7296,64,0
1.0795e+05,0,7360,64,0
1.0811e+05,0,7424,64,0
1.0828e+05,0,7488,64,0
1.0844e+05,0,7552,64,0
1.0868e+05,0,7616,64,0
1.0885e+05,0,7680,64,0
1.0902e+05,0,7744,64,0
1.0914e+05,0,7808,64,0
1.093e+05,0,7872,64,0
1.0952e+05,0,7936,64,0
1.0971e+05,0,8000,64,0
1.0992e+05,0,8064,64,0
1.1008e+05,0,8128,64,0
1.1026e+05,0,8192,64,0
1.1045e+05,0,8256,64,0
1.1062e+05,0,8320,64,0
1.1082e+05,0,8384,64,0
1.1107e+05,0,8448,64,0
1.1131e+05,0,8512,64,0
1.1151e+05,0,8576,64,0
1.1163e+05,0,8640,64,0
1.1188e+05,0,8704,64,0
1.12e+05,0,8768,64,0
1.1216e+05,0,8832,64,0
1.1233e+05,0,8896,64,0
1.1254e+05,0,8960,64,0
1.1274e+05,0,9024,64,0
1.1294e+05,0,9088,64,0
1.1306e+05,0,9152,64,0
1.1331e+05,0,9216,64,0
1.1355e+05,0,9280,64,0
1.1379e+05,0,9344,64,0
1.1392e+05,0,9408,64,0
1.142e+05,0,9472,64,0
1.1437e+05,0,9536,64,0
1.1456e+05,0,9600,64,0
1.1485e+05,0,9664,64,0
1.1498e+05,0,9728,64,0
1.1517e+05,0,9792,64,0
1.1526e+05,0,9856,64,0
1.1546e+05,0,9920,64,0
1.157e+05,0,9984,64,0
1.1609e+05,0,0,64,0
1.1645e+05,0,64,64,0
1.1664e+05,0,128,64,0
1.1695e+05,0,192,64,0
1.1723e+05,0,256,64,0
1.1746e+05,0,320,64,0
1.1768e+05,0,384,64,0
1.179e+05,0,448,7,47886
1.2046e+05,0,512,25,0
1.2091e+05,0,0,64,0
1.2115e+05,0,64,58,0
1.2186e+05,0,0,64,0
1.2214e+05,0,64,64,0
1.2244e+05,0,128,64,0
1.2276e+05,0,192,64,0
1.2304e+05,0,256,64,0
1.2326e+05,0,320,64,0
1.2353e+05,0,384,64,0
1.2384e+05,0,448,64,0
1.2407e+05,0,512,64,0
1.243e+05,0,576,64,0
1.2475e+05,0,640,64,0
1.2498e+05,0,704,64,0
1.2516e+05,0,768,64,0
1.2543e+05,0,832,64,0
1.257e+05,0,896,64,0
1.2598e+05,0,960,64,0
1.2616e+05,0,1024,64,0
1.2644e+05,0,1088,64,0
1.2662e+05,0,1152,28,0
1.2716e+05,0,0,64,0
1.2739e+05,0,64,58,0
1.2857e+05,0,0,64,0
1.2876e+05,0,64,64,0
1.2913e+05,0,128,64,0
1.2935e+05,0,192,64,0
1.2954e+05,0,256,64,0
1.2976e+05,0,320,64,0
1.2999e+05,0,384,64,0
1.305e+05,0,512,64,0
1.308e+05,0,576,64,0
1.3103e+05,0,640,64,0
1.313e+05,0,704,64,0
1.3157e+05,0,768,64,0
1.3185e+05,0,832,64,0
1.3221e+05,0,896,64,0
1.3239e+05,0,960,64,0
1.3261e+05,0,1024,64,0
1.3288e+05,0,1088,64,0
1.3316e+05,0,1152,64,0
1.3334e+05,0,1216,64,0
1.337e+05,0,1280,64,0
1.3388e+05,0,1344,64,0
1.3425e+05,0,1408,64,0
1.3447e+05,0,1472,64,0
1.347e+05,0,1536,64,0
1.3502e+05,0,1600,64,0
1.352e+05,0,1664,64,0
1.3547e+05,0,1728,64,0
1.3584e+05,0,1792,64,0
1.3602e+05,0,1856,64,0
1.3624e+05,0,1920,64,0
1.3647e+05,0,1984,64,0
1.3674e+05,0,2048,64,0
1.3701e+05,0,2112,64,0
1.3732e+05,0,2176,64,0
1.376e+05,0,2240,64,0
1.3783e+05,0,2304,64,0
1.3806e+05,0,2368,64,0
1.3828e+05,0,2432,64,0
1.3855e+05,0,2496,64,0
1.3892e+05,0,2560,64,0
1.3912e+05,0,2624,64,0
1.3954e+05,0,2688,64,0
1.3978e+05,0,2752,64,0
1.3995e+05,0,2816,64,0
1.4023e+05,0,2880,64,0
1.4044e+05,0,2944,64,0
1.4057e+05,0,3008,64,0
1.4082e+05,0,3072,64,0
1.4114e+05,0,3136,64,0
1.413e+05,0,3200,64,0
1.4147e+05,0,3264,64,0
1.4173e+05,0,3328,64,0
1.4189e+05,0,3392,64,0
1.4209e+05,0,3456,64,0
1.4226e+05,0,3520,64,0
1.4256e+05,0,3584,64,0
1.4264e+05,0,3648,64,0
1.4284e+05,0,3712,64,0
1.4301e+05,0,3776,64,0
1.4326e+05,0,3840,64,0
1.4343e+05,0,3904,64,0
1.4367e+05,0,3968,64,0
1.4384e+05,0,4032,64,0
1.4416e+05,0,4096,64,0
1.4429e+05,0,4160,64,0
1.4453e+05,0,4224,64,0
1.4467e+05,0,4288,64,0
1.4496e+05,0,4352,64,0
1.452e+05,0,4416,64,0
1.4538e+05,0,4480,64,0
1.4563e+05,0,4544,64,0
1.4787e+05,0,5184,64,0
1.4811e+05,0,5248,64,0
1.482e+05,0,5312,64,0
1.484e+05,0,5376,64,0
1.4869e+05,0,5440,64,0
1.4894e+05,0,5504,64,0
1.4907e+05,0,5568,64,0
1.4935e+05,0,5632,64,0
1.517e+05,0,6272,64,0
1.5191e+05,0,6336,64,0
1.5211e+05,0,6400,64,0
1.5229e+05,0,6464,10,0
1.5278e+05,0,0,64,0
1.5294e+05,0,64,64,0
1.5323e+05,0,128,64,0
1.5365e+05,0,256,64,0
1.5398e+05,0,384,64,0
1.5419e+05,0,448,64,0
1.5457e+05,0,576,64,0
1.5485e+05,0,640,64,0
1.5506e+05,0,704,64,0
1.5518e+05,0,768,64,0
1.5539e+05,0,832,64,0
1.5584e+05,0,960,64,0
1.5601e+05,0,1024,64,0
1.563e+05,0,1088,64,0
1.5647e+05,0,1152,64,0
1.5663e+05,0,1216,64,0
1.568e+05,0,1280,64,0
1.5709e+05,0,1344,64,0
1.5726e+05,0,1408,64,0
1.5755e+05,0,1472,64,0
1.5767e+05,0,1536,64,0
1.58e+05,0,1600,64,0
1.5821e+05,0,1664,64,0
1.5841e+05,0,1728,64,0
1.587e+05,0,1792,64,0
1.5887e+05,0,1856,64,0
1.5911e+05,0,1920,64,0
1.5936e+05,0,1984,64,0
1.5948e+05,0,2048,64,0
1.5973e+05,0,2112,64,0
1.5987e+05,0,2176,64,0
1.6011e+05,0,2240,64,0
1.6031e+05,0,2304,64,0
1.6052e+05,0,2368,64,0
1.6069e+05,0,2432,64,0
1.6098e+05,0,2496,64,0
1.6126e+05,0,2560,64,0
1.6146e+05,0,2624,64,0
1.6168e+05,0,2688,64,0
1.6193e+05,0,2752,64,0
1.6214e+05,0,2816,64,0
1.6241e+05,0,2880,64,0
1.6262e+05,0,2944,64,0
1.6279e+05,0,3008,64,0
1.6296e+05,0,3072,64,0
1.6328e+05,0,3136,64,0
1.6356e+05,0,3200,64,0
1.6374e+05,0,3264,64,0
1.6406e+05,0,3328,64,0
1.6427e+05,0,3392,64,0
1.6444e+05,0,3456,64,0
1.6473e+05,0,3520,64,0
1.649e+05,0,3584,64,0
1.651e+05,0,3648,64,0
1.6518e+05,0,3712,64,0
1.6552e+05,0,3776,64,0
1.6568e+05,0,3840,64,0
1.6586e+05,0,3904,64,0
1.6606e+05,0,3968,64,0
1.6628e+05,0,4032,64,0
1.6649e+05,0,4096,64,0
1.6665e+05,0,4160,64,0
1.6694e+05,0,4224,64,0
1.6719e+05,0,4288,64,0
1.6736e+05,0,4352,64,0
1.6757e+05,0,4416,64,0
1.679e+05,0,4480,64,0
1.6807e+05,0,4544,64,0
1.6828e+05,0,4608,64,0
1.6854e+05,0,4672,64,0
1.6873e+05,0,4736,64,0
1.6894e+05,0,4800,64,0
1.6914e+05,0,4864,64,0
1.6951e+05,0,4928,64,0
1.6968e+05,0,4992,64,0
1.6989e+05,0,5056,64,0
1.7026e+05,0,5120,64,0
1.7046e+05,0,5184,64,0
1.7063e+05,0,5248,64,0
1.7084e+05,0,5312,64,0
1.7096e+05,0,5376,64,0
1.7118e+05,0,5440,64,0
1.7142e+05,0,5504,64,0
1.7163e+05,0,5568,64,0
1.7187e+05,0,5632,64,0
1.7207e+05,0,5696,64,0
1.7236e+05,0,5760,64,0
1.7253e+05,0,5824,64,0
1.727e+05,0,5888,64,0
1.7287e+05,0,5952,64,0
1.7316e+05,0,6016,64,0
1.7344e+05,0,6080,64,0
1.7369e+05,0,6144,64,0
1.739e+05,0,6208,64,0
1.741e+05,0,6272,64,0
1.7431e+05,0,6336,64,0
1.7461e+05,0,6400,64,0
1.7477e+05,0,6464,64,0
1.7505e+05,0,6528,64,0
1.7522e+05,0,6592,64,0
1.755e+05,0,6656,64,0
1.7563e+05,0,6720,64,0
1.7588e+05,0,6784,64,0
1.7613e+05,0,6848,64,0
1.7634e+05,0,6912,64,0
1.7654e+05,0,6976,64,0
1.7666e+05,0,7040,64,0
1.7691e+05,0,7104,64,0
1.7708e+05,0,7168,64,0
1.7733e+05,0,7232,64,0
1.7754e+05,0,7296,64,0
1.7774e+05,0,7360,64,0
1.779e+05,0,7424,64,0
1.7808e+05,0,7488,64,0
1.7828e+05,0,7552,64,0
1.7856e+05,0,7616,64,0
1.7874e+05,0,7680,64,0
1.7894e+05,0,7744,64,0
1.7923e+05,0,7808,64,0
1.7947e+05,0,7872,64,0
1.7965e+05,0,7936,64,0
1.7984e+05,0,8000,64,0
1.801e+05,0,8064,64,0
1.803e+05,0,8128,64,0
1.8047e+05,0,8192,64,0
1.8076e+05,0,8256,64,0
1.8096e+05,0,8320,64,0
1.8117e+05,0,8384,64,0
1.8137e+05,0,8448,64,0
1.8162e+05,0,8512,64,0
1.8175e+05,0,8576,64,0
1.8196e+05,0,8640,64,0
1.8204e+05,0,8704,64,0
1.8232e+05,0,8768,64,0
1.8249e+05,0,8832,64,0
1.827e+05,0,8896,64,0
1.8302e+05,0,8960,64,0
1.8327e+05,0,9024,64,0
1.8344e+05,0,9088,64,0
1.8365e+05,0,9152,64,0
1.8392e+05,0,9216,64,0
1.841e+05,0,9280,64,0
1.843e+05,0,9344,64,0
1.8463e+05,0,9408,64,0
1.8484e+05,0,9472,64,0
1.8497e+05,0,9536,64,0
1.8513e+05,0,9600,64,0
1.8546e+05,0,9664,64,0
1.8567e+05,0,9728,64,0
1.8592e+05,0,9792,64,0
1.8613e+05,0,9856,64,0
1.8641e+05,0,9920,64,0
1.8658e+05,0,9984,64,0
1.8683e+05,0,10048,64,0
1.8707e+05,0,10112,64,0
1.8728e+05,0,10176,64,0
1.8741e+05,0,10240,64,0
1.8766e+05,0,10304,64,0
1.8778e+05,0,10368,64,0
1.8803e+05,0,10432,64,0
1.8824e+05,0,10496,64,0
1.8844e+05,0,10560,64,0
1.887e+05,0,10624,64,0
1.889e+05,0,10688,64,0
1.8919e+05,0,10752,64,0
1.8944e+05,0,10816,64,0
1.8965e+05,0,10880,64,0
1.8986e+05,0,10944,64,0
1.9006e+05,0,11008,64,0
1.9035e+05,0,11072,64,0
1.9052e+05,0,11136,64,0
1.908e+05,0,11200,64,0
1.9102e+05,0,11264,64,0
1.913e+05,0,11328,64,0
1.9151e+05,0,11392,64,0
1.9168e+05,0,11456,64,0
1.9195e+05,0,11520,64,0
1.9221e+05,0,11584,64,0
1.9238e+05,0,11648,64,0
1.9262e+05,0,11712,64,0
1.9282e+05,0,11776,64,0
1.9335e+05,0,11840,64,0
1.936e+05,0,11904,64,0
1.9389e+05,0,11968,64,0
1.9406e+05,0,12032,64,0
1.9426e+05,0,12096,64,0
1.9447e+05,0,12160,64,0
1.9472e+05,0,12224,64,0
1.9492e+05,0,12288,64,0
1.9514e+05,0,12352,64,0
1.9539e+05,0,12416,64,0
1.9563e+05,0,12480,64,0
1.958e+05,0,12544,64,0
1.9608e+05,0,12608,64,0
1.9625e+05,0,12672,64,0
1.9649e+05,0,12736,64,0
1.9675e+05,0,12800,64,0
1.9691e+05,0,12864,64,0
1.9716e+05,0,12928,64,0
1.9732e+05,0,12992,64,0
1.9769e+05,0,13056,64,0
1.9782e+05,0,13120,64,0
1.9806e+05,0,13184,64,0
1.9832e+05,0,13248,64,0
1.9858e+05,0,0,64,0
1.9878e+05,0,64,64,0
1.9895e+05,0,128,64,0
1.992e+05,0,192,64,0
1.9942e+05,0,256,64,0
1.9968e+05,0,320,64,0
1.9996e+05,0,384,64,0
2.0016e+05,0,448,7,47741
2.026e+05,0,512,25,0
2.0307e+05,0,0,64,0
2.0325e+05,0,64,58,0
2.0384e+05,0,0,64,0
2.0406e+05,0,64,64,0
2.0438e+05,0,128,64,0
2.0448e+05,0,192,64,0
2.0466e+05,0,256,64,0
2.0493e+05,0,320,64,0
2.0516e+05,0,384,64,0
2.0538e+05,0,448,64,0
2.0565e+05,0,512,64,0
2.0593e+05,0,576,64,0
2.0615e+05,0,640,64,0
2.0629e+05,0,704,64,0
2.0657e+05,0,768,64,0
2.0679e+05,0,832,64,0
2.0702e+05,0,896,64,0
2.0729e+05,0,960,64,0
2.0752e+05,0,1024,64,0
2.0775e+05,0,1088,64,0
2.081e+05,0,1152,28,0
2.0847e+05,0,0,64,0
2.0883e+05,0,64,58,0
2.0985e+05,0,0,64,0
2.1004e+05,0,64,64,0
2.1044e+05,0,128,64,0
2.1061e+05,0,192,64,0
2.1081e+05,0,256,64,0
2.109e+05,0,320,64,0
2.1117e+05,0,384,64,0
2.1176e+05,0,512,64,0
2.1194e+05,0,576,64,0
2.1216e+05,0,640,64,0
2.1234e+05,0,704,64,0
2.1266e+05,0,768,64,0
2.1284e+05,0,832,64,0
2.1312e+05,0,896,64,0
2.1339e+05,0,960,64,0
2.1366e+05,0,1024,64,0
2.1394e+05,0,1088,64,0
2.1412e+05,0,1152,64,0
2.1435e+05,0,1216,64,0
2.1458e+05,0,1280,64,0
2.1499e+05,0,1344,64,0
2.1526e+05,0,1408,64,0
2.1558e+05,0,1472,64,0
2.158e+05,0,1536,64,0
2.1604e+05,0,1600,64,0
2.1635e+05,0,1664,64,0
2.1653e+05,0,1728,64,0
2.1676e+05,0,1792,64,0
2.1703e+05,0,1856,64,0
2.173e+05,0,1920,64,0
2.1744e+05,0,1984,64,0
2.1775e+05,0,2048,64,0
2.1798e+05,0,2112,64,0
2.1822e+05,0,2176,64,0
2.1852e+05,0,2240,64,0
2.1871e+05,0,2304,64,0
2.1897e+05,0,2368,64,0
2.193e+05,0,2432,64,0
2.1952e+05,0,2496,64,0
2.1983e+05,0,2560,64,0
2.202e+05,0,2624,64,0
2.2047e+05,0,2688,64,0
2.2083e+05,0,2752,64,0
2.2101e+05,0,2816,64,0
2.2123e+05,0,2880,64,0
2.216e+05,0,2944,64,0
2.2183e+05,0,3008,64,0
2.2222e+05,0,3072,64,0
2.225e+05,0,3136,64,0
2.2269e+05,0,3200,64,0
2.2291e+05,0,3264,64,0
2.2309e+05,0,3328,64,0
2.2327e+05,0,3392,64,0
2.2355e+05,0,3456,64,0
2.2391e+05,0,3520,64,0
2.2409e+05,0,3584,64,0
2.2428e+05,0,3648,64,0
2.2464e+05,0,3712,64,0
2.2486e+05,0,3776,64,0
2.2527e+05,0,3840,64,0
2.255e+05,0,3904,64,0
2.259e+05,0,3968,64,0
2.2617e+05,0,4032,64,0
2.2635e+05,0,4096,64,0
2.2654e+05,0,4160,64,0
2.269e+05,0,4224,64,0
2.2709e+05,0,4288,64,0
2.2746e+05,0,4352,64,0
2.2764e+05,0,4416,64,0
2.2791e+05,0,4480,64,0
2.2827e+05,0,4544,64,0
2.3091e+05,0,5184,64,0
2.3132e+05,0,5248,64,0
2.3146e+05,0,5312,64,0
2.3182e+05,0,5376,64,0
2.321e+05,0,5440,64,0
2.3236e+05,0,5504,64,0
2.3287e+05,0,5568,64,0
2.3314e+05,0,5632,64,0
2.364e+05,0,6272,64,0
2.3667e+05,0,6336,64,0
2.3686e+05,0,6400,64,0
2.374e+05,0,6464,10,0
2.3799e+05,0,0,64,0
2.3826e+05,0,64,64,0
2.3861e+05,0,128,64,0
2.3911e+05,0,256,64,0
2.3975e+05,0,384,64,0
2.4015e+05,0,448,64,0
2.4061e+05,0,576,64,0
2.4097e+05,0,640,64,0
2.4124e+05,0,704,64,0
2.417e+05,0,768,64,0
2.4198e+05,0,832,64,0
2.4274e+05,0,960,64,0
2.4315e+05,0,1024,64,0
2.4346e+05,0,1088,64,0
2.4378e+05,0,1152,64,0
2.4406e+05,0,1216,64,0
2.4441e+05,0,1280,64,0
2.4478e+05,0,1344,64,0
2.4505e+05,0,1408,64,0
2.4533e+05,0,1472,64,0
2.4564e+05,0,1536,64,0
2.4591e+05,0,1600,64,0
2.4628e+05,0,1664,64,0
2.4663e+05,0,1728,64,0
2.47e+05,0,1792,64,0
2.4727e+05,0,1856,64,0
2.475e+05,0,1920,64,0
2.4778e+05,0,1984,64,0
