LineNo,TimeUS,C,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11
46876,3.1206e+07,0,7.2785e-05,8.3863e-06,8.3834e-06,0.0012712,0.02996,0.02997,0.0173,0.09386,0.093871,0.19951,7.4367e-11,7.4815e-11
48865,3.17e+07,0,7.0897e-05,8.1383e-06,8.1349e-06,0.001237,0.029083,0.029091,0.016955,0.091539,0.091549,0.19515,7.0898e-11,7.1312e-11
50864,3.2203e+07,0,6.9236e-05,7.9471e-06,7.9439e-06,0.0012068,0.028556,0.028563,0.016768,0.09063,0.090639,0.19264,6.793e-11,6.8314e-11
52850,3.2698e+07,0,6.8747e-05,7.9525e-06,7.95e-06,0.0011973,0.029437,0.029442,0.017028,0.09623,0.09624,0.19755,6.595e-11,6.6313e-11
54867,3.3198e+07,0,6.7131e-05,7.8081e-06,7.8054e-06,0.0011689,0.029104,0.029107,0.016981,0.095895,0.095904,0.19616,6.366e-11,6.3998e-11
56857,3.3697e+07,0,6.543e-05,7.6541e-06,7.6545e-06,0.0011397,0.028583,0.028585,0.016918,0.094353,0.09436,0.19375,6.161e-11,6.1925e-11
58841,3.4196e+07,0,6.4027e-05,7.5241e-06,7.5422e-06,0.0011118,0.028181,0.028182,0.016908,0.093277,0.093283,0.19204,5.9841e-11,6.0135e-11
60820,3.4692e+07,0,6.2555e-05,7.3944e-06,7.4286e-06,0.0010852,0.027681,0.027679,0.016895,0.09164,0.091644,0.19008,5.8195e-11,5.8471e-11
62792,3.5188e+07,0,6.1096e-05,7.2729e-06,7.3242e-06,0.0010598,0.027178,0.027176,0.016887,0.089854,0.089857,0.18808,5.6693e-11,5.6951e-11
64767,3.5685e+07,0,5.9803e-05,7.1815e-06,7.2471e-06,0.0010372,0.026875,0.026872,0.016942,0.088943,0.088943,0.18716,5.5354e-11,5.5597e-11
66675,3.6176e+07,0,5.8123e-05,7.1186e-06,7.0926e-06,0.0010142,0.026473,0.02647,0.016954,0.087511,0.08751,0.18575,5.4159e-11,5.4388e-11
68642,3.6673e+07,0,5.6982e-05,7.0427e-06,7.0227e-06,0.00099184,0.026255,0.026251,0.016985,0.086656,0.086654,0.18498,5.3116e-11,5.3332e-11
70635,3.7175e+07,0,5.548e-05,6.9775e-06,6.9768e-06,0.00097228,0.026024,0.02602,0.017036,0.086022,0.086019,0.18458,5.21e-11,5.2306e-11
72617,3.767e+07,0,5.6175e-05,7.08e-06,7.3875e-06,0.00096612,0.027486,0.027478,0.017524,0.092835,0.09283,0.19248,5.1559e-11,5.1757e-11
74574,3.8169e+07,0,0.00010338,7.6488e-06,1.0377e-05,0.00089444,0.029101,0.028609,0.017517,0.092113,0.092085,0.19165,5.0707e-11,5.0892e-11
76564,3.8668e+07,0,0.00049272,9.8903e-05,7.9392e-05,0.00032722,0.02952,0.028347,0.016957,0.092369,0.092075,0.19137,4.9879e-11,5.0379e-11
78553,3.9164e+07,0,0.00059185,0.00026587,5.1486e-05,4.3886e-05,0.028085,0.033724,0.02003,0.090712,0.090543,0.18861,4.9121e-11,5.1329e-11
80539,3.9659e+07,0,0.00054775,0.0002821,2.8695e-05,4.0275e-05,0.025486,0.032855,0.039402,0.089556,0.091357,0.1892,4.8486e-11,5.2317e-11
82490,4.0151e+07,0,0.00036526,0.00021658,0.00014203,0.00011852,0.025074,0.030586,0.074181,0.08739,0.09071,0.19978,4.792e-11,5.3248e-11
84452,4.0644e+07,0,0.00028928,0.00020811,0.00014884,0.00013889,0.023878,0.027856,0.11797,0.085148,0.088842,0.2283,4.7567e-11,5.4208e-11
86412,4.1143e+07,0,0.00025638,0.00013672,0.00015884,0.00018585,0.02383,0.026494,0.15945,0.084704,0.088321,0.28043,4.7541e-11,5.528e-11
88405,4.1643e+07,0,0.00024081,0.00012373,0.00011528,0.00021958,0.024087,0.024859,0.18462,0.084294,0.08687,0.33899,4.7631e-11,5.6261e-11
90364,4.2139e+07,0,0.00021421,0.00010386,0.00012817,0.00021895,0.024793,0.025999,0.18432,0.08329,0.084753,0.37901,4.7915e-11,5.7244e-11
92320,4.2634e+07,0,0.00018559,9.4302e-05,0.00011696,0.00023422,0.025646,0.028056,0.1695,0.082694,0.083584,0.39833,4.8337e-11,5.8197e-11
94274,4.3127e+07,0,0.00016541,8.0958e-05,0.00013693,0.00022221,0.028048,0.036414,0.16144,0.090351,0.092513,0.44746,4.9005e-11,5.9174e-11
96226,4.3621e+07,0,0.0001453,7.4827e-05,0.00010805,0.0002361,0.027648,0.043134,0.13794,0.089961,0.095582,0.43584,4.9718e-11,6.0152e-11
98148,4.4112e+07,0,0.00014094,4.4796e-05,9.9506e-05,0.00023651,0.028831,0.054647,0.11569,0.088495,0.098603,0.41058,5.0526e-11,6.111e-11
1.0012e+05,4.4608e+07,0,0.00012539,4.0648e-05,8.816e-05,0.00022071,0.026851,0.058935,0.098306,0.088556,0.10546,0.39281,5.1435e-11,6.2097e-11
1.0208e+05,4.5103e+07,0,0.00010367,2.4883e-05,7.5345e-05,0.00022402,0.099943,0.10001,0.083488,1.2771,1.2771,0.3714,5.2339e-11,6.306e-11
1.0408e+05,4.5604e+07,0,8.5803e-05,1.6791e-05,5.8682e-05,0.00026428,0.031936,0.033248,0.046927,0.43115,0.43117,0.2583,5.322e-11,6.3948e-11
1.06e+05,4.6095e+07,0,9.4935e-05,1.7555e-05,3.1642e-05,0.00026499,0.016785,0.019758,0.028141,0.21931,0.21939,0.20265,5.4021e-11,6.4706e-11
1.0797e+05,4.6591e+07,0,7.3744e-05,1.9111e-05,1.8382e-05,0.0002772,0.014098,0.020047,0.020736,0.16932,0.16979,0.18465,5.4709e-11,6.5369e-11
1.099e+05,4.7088e+07,0,6.2196e-05,1.8122e-05,1.1671e-05,0.00026583,0.011738,0.018045,0.015498,0.12596,0.12654,0.166,5.4865e-11,6.5699e-11
1.119e+05,4.7584e+07,0,8.3202e-05,1.6656e-05,1.1903e-05,0.00022635,0.012336,0.020512,0.013303,0.1118,0.11324,0.15795,5.5107e-11,6.6229e-11
1.1386e+05,4.808e+07,0,8.8087e-05,1.2937e-05,1.1292e-05,0.00019925,0.011552,0.017602,0.011624,0.093469,0.094649,0.15251,5.4359e-11,6.6349e-11
1.158e+05,4.8573e+07,0,9.9165e-05,1.177e-05,1.121e-05,0.00017655,0.01249,0.018294,0.010936,0.088751,0.090655,0.14686,5.3969e-11,6.6747e-11
1.1684e+05,1.0805e+08,0,0.00010133,4.2302e-06,4.2967e-06,0.00016539,0.0098673,0.011566,0.011059,0.050141,0.05018,0.12819,3.896e-11,3.9293e-11
1.1897e+05,1.0855e+08,0,0.00010114,4.379e-06,4.4691e-06,0.00016522,0.011507,0.020911,0.011729,0.052482,0.052579,0.14304,3.9179e-11,3.9672e-11
1.2107e+05,1.0904e+08,0,0.00010106,4.62e-06,4.7778e-06,0.00016507,0.013329,0.028719,0.012343,0.055257,0.055871,0.15852,3.9386e-11,4.0327e-11
1.2324e+05,1.0953e+08,0,0.00010105,4.8175e-06,5.1113e-06,0.00016497,0.012669,0.023997,0.012293,0.052341,0.052727,0.16981,3.9265e-11,4.1111e-11
1.2541e+05,1.1002e+08,0,0.00010134,5.1861e-06,5.5776e-06,0.00016531,0.013534,0.023749,0.012644,0.054644,0.055518,0.18288,3.9616e-11,4.2056e-11
1.2755e+05,1.1051e+08,0,0.00010122,5.5263e-06,6.0512e-06,0.00016518,0.01222,0.01835,0.012461,0.05162,0.0521,0.19408,3.9785e-11,4.3044e-11
1.2956e+05,1.1101e+08,0,0.00010102,6.004e-06,6.6202e-06,0.00016502,0.012842,0.018012,0.012744,0.054343,0.055194,0.20668,4.0304e-11,4.4053e-11
1.3168e+05,1.115e+08,0,0.000101,6.4323e-06,7.1696e-06,0.00016467,0.011423,0.014492,0.01234,0.051129,0.051631,0.21281,4.0614e-11,4.5059e-11
1.3385e+05,1.12e+08,0,0.00010099,6.9971e-06,7.8306e-06,0.00016456,0.012016,0.014585,0.012595,0.05417,0.054934,0.22439,4.1164e-11,4.6051e-11
1.3599e+05,1.1249e+08,0,0.0001009,7.4917e-06,8.4531e-06,0.00016439,0.010801,0.012355,0.012157,0.051028,0.051525,0.22827,4.1452e-11,4.6968e-11
1.3817e+05,1.1299e+08,0,0.00010121,8.068e-06,9.1295e-06,0.00016481,0.01124,0.012434,0.012373,0.053443,0.05406,0.23988,4.1963e-11,4.7888e-11
1.4021e+05,1.1349e+08,0,0.00010127,8.5409e-06,9.7274e-06,0.00016464,0.010025,0.010214,0.011118,0.050989,0.051446,0.20485,4.2207e-11,4.8643e-11
1.422e+05,1.1398e+08,0,0.00010105,8.8469e-06,1.0083e-05,0.00016433,0.010529,0.010682,0.010824,0.052993,0.053364,0.1878,4.2398e-11,4.8842e-11
1.4418e+05,1.1448e+08,0,0.00010099,8.5233e-06,9.6837e-06,0.00016413,0.010193,0.010846,0.010203,0.050254,0.050492,0.16745,4.1928e-11,4.7628e-11
1.4614e+05,1.1498e+08,0,0.00010096,8.2994e-06,9.3455e-06,0.00016401,0.011389,0.01278,0.010161,0.052797,0.052873,0.15525,4.1682e-11,4.6486e-11
1.4808e+05,1.1547e+08,0,0.00010091,7.3739e-06,8.1695e-06,0.0001638,0.0109,0.01247,0.009782,0.049893,0.04993,0.14413,4.079e-11,4.4101e-11
1.5003e+05,1.1596e+08,0,0.00010081,6.9466e-06,7.5829e-06,0.00016361,0.011862,0.013747,0.0098293,0.052305,0.052328,0.1376,4.0491e-11,4.2899e-11
1.5201e+05,1.1646e+08,0,0.0001008,6.0655e-06,6.4957e-06,0.00016346,0.011022,0.012559,0.0095317,0.049522,0.049544,0.13111,3.9636e-11,4.1024e-11
1.5396e+05,1.1696e+08,0,0.0001011,5.7613e-06,6.0903e-06,0.00016386,0.01168,0.013202,0.0096876,0.05171,0.051799,0.13123,3.9464e-11,4.0385e-11
1.559e+05,1.1745e+08,0,0.00010096,5.1487e-06,5.3619e-06,0.0001636,0.010716,0.011815,0.0094006,0.048971,0.049041,0.12668,3.9045e-11,3.9513e-11
1.5789e+05,1.1795e+08,0,0.00010087,5.008e-06,5.1678e-06,0.0001634,0.011314,0.012322,0.0094614,0.051543,0.051697,0.12477,3.9056e-11,3.9343e-11
1.5988e+05,1.1845e+08,0,0.00010086,4.9346e-06,5.0551e-06,0.00016324,0.011982,0.012887,0.0095251,0.054594,0.05485,0.12366,3.9088e-11,3.9265e-11
1.6182e+05,1.1894e+08,0,0.00010071,4.5683e-06,4.6459e-06,0.00016296,0.010817,0.011411,0.0091826,0.05109,0.051262,0.12017,3.87e-11,3.8799e-11
1.638e+05,1.1943e+08,0,0.00010111,4.5873e-06,4.6465e-06,0.0001635,0.011473,0.011981,0.0093676,0.054151,0.054389,0.12367,3.8844e-11,3.8931e-11
1.6575e+05,1.1993e+08,0,0.00010103,4.3477e-06,4.388e-06,0.00016327,0.010481,0.010804,0.0090567,0.050964,0.051129,0.12107,3.8573e-11,3.8675e-11
1.6772e+05,1.2043e+08,0,0.00010098,4.4224e-06,4.4553e-06,0.00016314,0.011159,0.011424,0.009116,0.053991,0.054191,0.12131,3.8756e-11,3.8882e-11
1.6966e+05,1.2092e+08,0,0.00010088,4.2443e-06,4.2706e-06,0.00016292,0.010239,0.010401,0.0088092,0.050754,0.050893,0.11896,3.8477e-11,3.8647e-11
1.7164e+05,1.2141e+08,0,0.00010079,4.3323e-06,4.3545e-06,0.00016258,0.01083,0.010957,0.0088316,0.05324,0.053386,0.1187,3.8691e-11,3.8892e-11
1.7363e+05,1.2191e+08,0,0.00010065,4.2046e-06,4.2252e-06,0.00016243,0.01008,0.010157,0.008589,0.050427,0.050531,0.11723,3.8581e-11,3.8824e-11
1.7561e+05,1.224e+08,0,0.00010054,4.3095e-06,4.3299e-06,0.00016211,0.010693,0.010753,0.008607,0.052849,0.052949,0.11691,3.8792e-11,3.9059e-11
1.7759e+05,1.229e+08,0,0.00010096,4.1966e-06,4.2173e-06,0.00016262,0.0099884,0.010028,0.008375,0.05015,0.05022,0.11559,3.8575e-11,3.887e-11
1.7958e+05,1.234e+08,0,0.00010085,4.3133e-06,4.3346e-06,0.00016242,0.010665,0.0107,0.0085302,0.052789,0.052852,0.11917,3.8773e-11,3.9081e-11
1.8156e+05,1.239e+08,0,0.00010074,4.1841e-06,4.2053e-06,0.00016222,0.009877,0.0099043,0.0082808,0.049736,0.049779,0.11736,3.8521e-11,3.884e-11
1.8354e+05,1.2439e+08,0,0.00010066,4.2916e-06,4.3137e-06,0.00016197,0.010504,0.010533,0.008306,0.052117,0.052152,0.11714,3.865e-11,3.8971e-11
1.8552e+05,1.2489e+08,0,0.00010056,4.1693e-06,4.1917e-06,0.00016175,0.0097713,0.0097979,0.0080791,0.049202,0.049226,0.11542,3.8396e-11,3.8715e-11
1.8751e+05,1.2539e+08,0,0.00010054,4.2818e-06,4.304e-06,0.00016158,0.01044,0.010471,0.0081307,0.051798,0.051816,0.11563,3.8519e-11,3.8833e-11
1.8946e+05,1.2588e+08,0,0.00010051,4.1687e-06,4.1911e-06,0.00016142,0.0097768,0.0098065,0.0079458,0.049169,0.049182,0.11444,3.8301e-11,3.8603e-11
1.9145e+05,1.2637e+08,0,0.00010083,4.2822e-06,4.3049e-06,0.00016189,0.01045,0.010485,0.008103,0.051678,0.051687,0.11777,3.8455e-11,3.8747e-11
1.9333e+05,1.2687e+08,0,0.00010068,4.171e-06,4.1933e-06,0.00016161,0.0097881,0.0098199,0.0079279,0.048968,0.048974,0.11625,3.8338e-11,3.8614e-11
1.9532e+05,1.2737e+08,0,0.00010107,4.2847e-06,4.2955e-06,0.00016104,0.010469,0.010506,0.0079916,0.051683,0.051688,0.11652,3.8448e-11,3.8713e-11
1.973e+05,1.2787e+08,0,9.8682e-05,4.2054e-06,4.2097e-06,0.00016298,0.0096349,0.0096673,0.0077695,0.048584,0.048588,0.11452,3.8102e-11,3.8349e-11
1.988e+05,1.7397e+08,0,4.6939e-06,4.3356e-06,4.3193e-06,0.00019858,0.010508,0.010535,0.0072481,0.051843,0.051858,0.11164,4.0784e-11,4.0265e-11
2.0094e+05,1.7447e+08,0,4.7445e-06,4.2152e-06,4.1996e-06,0.00019919,0.0099921,0.010088,0.0073919,0.04903,0.049041,0.12226,4.05e-11,4.0023e-11
2.0309e+05,1.7497e+08,0,4.7933e-06,4.3436e-06,4.3234e-06,0.0001998,0.011023,0.011255,0.0076935,0.051541,0.051558,0.13432,4.0663e-11,4.0204e-11
2.0522e+05,1.7546e+08,0,4.8414e-06,4.2689e-06,4.2297e-06,0.0002004,0.010417,0.010699,0.0077094,0.048538,0.048551,0.14435,4.0436e-11,3.9976e-11
2.074e+05,1.7596e+08,0,4.8969e-06,4.45e-06,4.386e-06,0.00020158,0.011241,0.011601,0.0079502,0.050697,0.050727,0.15698,4.0672e-11,4.0191e-11
2.0958e+05,1.7645e+08,0,4.9435e-06,4.6816e-06,4.5832e-06,0.00020211,0.012092,0.01249,0.0081732,0.053453,0.053516,0.16871,4.1064e-11,4.0547e-11
2.116e+05,1.7695e+08,0,4.9899e-06,4.7855e-06,4.6248e-06,0.00020282,0.011209,0.011532,0.0081031,0.050531,0.050581,0.1776,4.1096e-11,4.0501e-11
2.1378e+05,1.7745e+08,0,5.0317e-06,5.0911e-06,4.8781e-06,0.00020335,0.011889,0.012195,0.0082762,0.053238,0.053322,0.18793,4.1582e-11,4.0925e-11
2.1597e+05,1.7795e+08,0,5.0793e-06,5.2741e-06,4.9814e-06,0.00020405,0.010922,0.011141,0.0081664,0.050306,0.050369,0.19515,4.1724e-11,4.0967e-11
2.1814e+05,1.7844e+08,0,5.1236e-06,5.6079e-06,5.2534e-06,0.00020464,0.011458,0.011651,0.0082637,0.052693,0.052777,0.20342,4.2046e-11,4.1222e-11
2.2031e+05,1.7894e+08,0,5.1662e-06,5.8244e-06,5.3836e-06,0.00020533,0.010534,0.010659,0.0081308,0.049736,0.049797,0.20877,4.2164e-11,4.124e-11
2.2248e+05,1.7944e+08,0,5.2234e-06,6.1996e-06,5.6931e-06,0.00020601,0.011197,0.011296,0.0082627,0.052657,0.052733,0.21663,4.2543e-11,4.1558e-11
2.2461e+05,1.7994e+08,0,5.2685e-06,6.4041e-06,5.8146e-06,0.00020669,0.010352,0.010409,0.0081206,0.049689,0.049743,0.2204,4.2564e-11,4.1498e-11
2.2679e+05,1.8044e+08,0,5.3444e-06,6.5772e-06,5.9107e-06,0.00020805,0.0095474,0.0095791,0.008008,0.046835,0.046874,0.22627,4.2475e-11,4.1345e-11
2.2894e+05,1.8094e+08,0,5.3777e-06,6.9229e-06,6.1995e-06,0.00020865,0.01024,0.01026,0.0081566,0.049464,0.049505,0.23206,4.285e-11,4.1689e-11
2.3107e+05,1.8144e+08,0,5.4423e-06,7.2249e-06,6.4481e-06,0.00020919,0.01082,0.010833,0.0082473,0.051826,0.051864,0.23636,4.3018e-11,4.1835e-11
2.3317e+05,1.8194e+08,0,5.4895e-06,7.3162e-06,6.4872e-06,0.00020976,0.010132,0.010138,0.0081253,0.049005,0.04903,0.2377,4.2903e-11,4.1706e-11
2.3534e+05,1.8244e+08,0,5.5426e-06,7.5652e-06,6.6959e-06,0.00021029,0.010717,0.010724,0.0082148,0.051335,0.051356,0.24095,4.2968e-11,4.1776e-11
2.3746e+05,1.8293e+08,0,5.5892e-06,7.5616e-06,6.6604e-06,0.00021158,0.0099562,0.0099629,0.0081061,0.048259,0.048273,0.24444,4.2618e-11,4.1446e-11
2.3963e+05,1.8343e+08,0,5.6488e-06,7.8047e-06,6.8745e-06,0.00021231,0.010774,0.010785,0.0082519,0.051372,0.051382,0.24844,4.2698e-11,4.1549e-11
2.4177e+05,1.8393e+08,0,5.6862e-06,7.7168e-06,6.7765e-06,0.00021274,0.010037,0.01006,0.0079644,0.048239,0.048246,0.23651,4.2295e-11,4.1194e-11
2.4385e+05,1.8442e+08,0,5.7282e-06,7.7757e-06,6.8553e-06,0.00021346,0.011109,0.01124,0.0076099,0.05106,0.051064,0.19791,4.209e-11,4.1074e-11
2.4593e+05,1.8491e+08,0,5.778e-06,7.2295e-06,6.4358e-06,0.00021404,0.010713,0.010936,0.0072537,0.048188,0.048191,0.1709,4.1095e-11,4.0288e-11
2.4803e+05,1.8541e+08,0,5.8384e-06,6.9737e-06,6.2875e-06,0.00021538,0.011759,0.012092,0.007304,0.050714,0.050728,0.15956,4.0617e-11,3.9972e-11
2.5007e+05,1.859e+08,0,5.8826e-06,6.2137e-06,5.7062e-06,0.00021584,0.010982,0.011299,0.0071117,0.047652,0.047664,0.14455,3.9532e-11,3.9107e-11
2.5216e+05,1.8639e+08,0,5.9564e-06,5.9615e-06,5.5564e-06,0.00021727,0.011906,0.012264,0.0071792,0.050587,0.050624,0.13511,3.9175e-11,3.8868e-11
2.5424e+05,1.8688e+08,0,6e-06,5.3161e-06,5.043e-06,0.00021771,0.010854,0.011134,0.0071034,0.047439,0.047466,0.13045,3.835e-11,3.8169e-11
2.5633e+05,1.8738e+08,0,6.0418e-06,5.1661e-06,4.9599e-06,0.00021817,0.011637,0.011927,0.0073776,0.050239,0.050293,0.13394,3.8378e-11,3.8251e-11
2.5846e+05,1.8787e+08,0,6.0828e-06,4.7173e-06,4.5845e-06,0.00021859,0.010738,0.010999,0.0074514,0.04721,0.047248,0.14213,3.7873e-11,3.7789e-11
2.6061e+05,1.8838e+08,0,6.1246e-06,4.7055e-06,4.6013e-06,0.00021913,0.01169,0.012008,0.0077355,0.05008,0.050143,0.15245,3.7984e-11,3.7906e-11
2.6274e+05,1.8887e+08,0,6.1901e-06,4.472e-06,4.3842e-06,0.00022033,0.010732,0.011003,0.0077482,0.047062,0.047106,0.16192,3.7755e-11,3.7654e-11
2.6487e+05,1.8936e+08,0,6.2318e-06,4.5866e-06,4.4936e-06,0.00022084,0.011483,0.011774,0.0079553,0.049723,0.049788,0.17196,3.799e-11,3.7858e-11
2.6699e+05,1.8986e+08,0,6.2811e-06,4.5443e-06,4.4269e-06,0.00022122,0.010456,0.010677,0.0078805,0.046796,0.046842,0.17904,3.8005e-11,3.7808e-11
2.7107e+05,1.9085e+08,0,6.376e-06,5.0054e-06,4.8281e-06,0.00022291,0.011605,0.011797,0.0082196,0.051947,0.052028,0.19895,3.8712e-11,3.8412e-11
2.732e+05,1.9134e+08,0,6.4067e-06,5.115e-06,4.8863e-06,0.00022329,0.010589,0.010717,0.0080977,0.048832,0.048889,0.20417,3.8868e-11,3.8489e-11
2.7534e+05,1.9184e+08,0,6.4316e-06,5.4164e-06,5.148e-06,0.00022366,0.011183,0.011289,0.0082331,0.051551,0.051619,0.21161,3.933e-11,3.8899e-11
2.7742e+05,1.9233e+08,0,6.4902e-06,5.5549e-06,5.2314e-06,0.0002239,0.010265,0.010328,0.0081095,0.04852,0.048567,0.21546,3.9542e-11,3.904e-11
2.7955e+05,1.9283e+08,0,6.5702e-06,5.8714e-06,5.5042e-06,0.0002243,0.010922,0.01097,0.0082287,0.051334,0.051385,0.22184,3.9945e-11,3.9401e-11
2.8164e+05,1.9333e+08,0,9.0032e-06,5.9712e-06,5.5679e-06,0.00022329,0.010393,0.010414,0.0081112,0.048476,0.048512,0.22778,3.9859e-11,3.9262e-11
2.8371e+05,1.9382e+08,0,1.1391e-05,6.2594e-06,5.8544e-06,0.00022112,0.010828,0.010839,0.0079402,0.050888,0.050922,0.21406,4.0074e-11,3.9451e-11
2.8579e+05,1.9432e+08,0,1.1448e-05,6.3102e-06,5.9667e-06,0.00022168,0.010053,0.010057,0.0074051,0.04832,0.048343,0.18267,3.9938e-11,3.9284e-11
2.8784e+05,1.9482e+08,0,1.0798e-05,6.5823e-06,6.1854e-06,0.00022359,0.010724,0.010726,0.0073609,0.050739,0.050757,0.16905,4.0102e-11,3.9436e-11
2.8988e+05,1.9531e+08,0,1.0604e-05,6.5796e-06,6.2473e-06,0.00022423,0.01,0.0099995,0.0071089,0.047846,0.047858,0.15212,3.9824e-11,3.915e-11
2.9196e+05,1.958e+08,0,1.0469e-05,6.804e-06,6.4257e-06,0.00022472,0.010609,0.010607,0.0071265,0.050315,0.050323,0.14076,3.9942e-11,3.9269e-11
2.9403e+05,1.963e+08,0,9.9811e-06,6.7774e-06,6.2286e-06,0.00022641,0.0096768,0.0096722,0.0070324,0.046934,0.046938,0.13502,3.9631e-11,3.8969e-11
2.9609e+05,1.9679e+08,0,0.0010134,1.354e-05,0.00010312,0.018061,0.010355,0.0098334,0.0070978,0.049409,0.049409,0.12837,3.9695e-11,3.9047e-11
2.981e+05,1.9729e+08,0,0.00081095,1.3015e-05,8.2276e-05,0.014238,0.017616,0.01028,0.0070672,0.046516,0.046497,0.12587,3.9976e-11,3.9403e-11
3.0007e+05,1.9778e+08,0,0.00064439,1.6233e-05,6.3364e-05,0.0132,0.023845,0.013142,0.0071791,0.049234,0.04875,0.12181,4.0826e-11,4.0384e-11
3.0208e+05,1.9828e+08,0,0.00050879,2.8188e-05,3.9385e-05,0.012295,0.02028,0.016053,0.0070539,0.046086,0.045684,0.117,4.1616e-11,4.1279e-11
3.0409e+05,1.9877e+08,0,0.00049034,1.3357e-05,2.97e-05,0.010391,0.021518,0.022716,0.0072152,0.048939,0.04825,0.11782,4.2488e-11,4.2149e-11
3.0607e+05,1.9927e+08,0,0.00045661,8.3633e-06,2.8436e-05,0.0086006,0.021845,0.02193,0.0072693,0.052054,0.051328,0.11535,4.3392e-11,4.3037e-11
3.0809e+05,1.9976e+08,0,0.00043023,9.3712e-06,2.966e-05,0.0074397,0.017799,0.014666,0.0072002,0.048811,0.048284,0.11602,4.4261e-11,4.3896e-11
3.1006e+05,2.0025e+08,0,0.0004332,8.0309e-06,2.0305e-05,0.0072001,0.017241,0.014266,0.007216,0.051591,0.050717,0.11396,4.5084e-11,4.4727e-11
