LineNo,TimeUS,C,YC,YCS,Y0,Y1,Y2,Y3,Y4,W0,W1,W2,W3,W4
1.1788e+05,1.0829e+08,1,163.02,14.148,215.71,287.71,0.062532,72.281,144.06,0.20216,0.19796,0.19659,0.19991,0.20338
1.1793e+05,1.083e+08,1,163.03,14.148,215.73,287.72,0.075798,72.295,144.08,0.20216,0.19796,0.19659,0.19991,0.20338
1.1797e+05,1.0831e+08,1,163.03,14.148,215.73,287.72,0.075798,72.295,144.08,0.20216,0.19796,0.19659,0.19991,0.20338
1.1802e+05,1.0832e+08,1,163.04,14.148,215.73,287.73,0.081979,72.301,144.08,0.20216,0.19796,0.19659,0.19991,0.20338
1.1806e+05,1.0833e+08,1,163.04,14.148,215.73,287.73,0.080847,72.3,144.08,0.20216,0.19796,0.19659,0.19991,0.20338
1.1811e+05,1.0834e+08,1,163.03,14.148,215.73,287.72,0.075485,72.294,144.08,0.20216,0.19796,0.19659,0.19991,0.20338
1.1816e+05,1.0835e+08,1,163.03,14.148,215.72,287.72,0.068984,72.288,144.07,0.20216,0.19796,0.19659,0.19991,0.20338
1.182e+05,1.0836e+08,1,163.02,14.148,215.71,287.71,0.061272,72.28,144.06,0.20216,0.19796,0.19659,0.19991,0.20338
1.1825e+05,1.0838e+08,1,163.01,14.148,215.7,287.7,0.048747,72.268,144.05,0.20216,0.19796,0.19659,0.19991,0.20338
1.1829e+05,1.0839e+08,1,163.01,14.148,215.7,287.7,0.048747,72.268,144.05,0.20216,0.19796,0.19659,0.19991,0.20338
1.1834e+05,1.084e+08,1,163,14.148,215.69,287.69,0.039892,72.259,144.04,0.20216,0.19796,0.19659,0.19991,0.20338
1.1838e+05,1.0841e+08,1,162.99,14.148,215.68,287.68,0.03113,72.25,144.03,0.20216,0.19796,0.19659,0.19991,0.20338
1.1842e+05,1.0842e+08,1,162.99,14.148,215.68,287.68,0.03113,72.25,144.03,0.20216,0.19796,0.19659,0.19991,0.20338
1.1847e+05,1.0843e+08,1,162.98,14.148,215.67,287.67,0.024171,72.243,144.03,0.20216,0.19796,0.19659,0.19991,0.20338
1.1852e+05,1.0844e+08,1,162.98,14.148,215.68,287.68,0.027169,72.246,144.03,0.20216,0.19796,0.19659,0.19991,0.20338
1.1856e+05,1.0845e+08,1,162.99,14.148,215.48,287.94,0.39417,72.208,143.64,0.19598,0.19228,0.19913,0.20732,0.2053
1.1861e+05,1.0846e+08,1,97.739,14.059,215.48,287.95,0.40043,72.214,143.65,0.19598,0.19228,0.19913,0.20732,0.2053
1.1866e+05,1.0847e+08,1,97.744,14.059,215.49,287.95,0.40524,72.219,143.66,0.19598,0.19228,0.19913,0.20732,0.2053
1.187e+05,1.0848e+08,1,97.744,14.059,215.49,287.95,0.40524,72.219,143.66,0.19598,0.19228,0.19913,0.20732,0.2053
1.1874e+05,1.0849e+08,1,97.747,14.059,215.49,287.96,0.40794,72.222,143.66,0.19598,0.19228,0.19913,0.20732,0.2053
1.1879e+05,1.085e+08,1,97.755,14.059,215.5,287.96,0.41573,72.23,143.67,0.19598,0.19228,0.19913,0.20732,0.2053
1.1884e+05,1.0851e+08,1,97.759,14.059,215.5,287.97,0.41946,72.233,143.67,0.19598,0.19228,0.19913,0.20732,0.2053
1.1888e+05,1.0852e+08,1,97.759,14.059,215.5,287.97,0.41946,72.233,143.67,0.19598,0.19228,0.19913,0.20732,0.2053
1.1893e+05,1.0853e+08,1,97.753,14.059,215.5,287.96,0.41362,72.228,143.66,0.19598,0.19228,0.19913,0.20732,0.2053
1.1897e+05,1.0855e+08,1,97.748,14.059,215.49,287.96,0.4093,72.223,143.66,0.19598,0.19228,0.19913,0.20732,0.2053
1.1902e+05,1.0856e+08,1,97.748,14.059,215.49,287.96,0.4093,72.223,143.66,0.19598,0.19228,0.19913,0.20732,0.2053
1.1906e+05,1.0857e+08,1,97.743,14.059,215.49,287.95,0.40434,72.218,143.65,0.19598,0.19228,0.19913,0.20732,0.2053
1.1911e+05,1.0858e+08,1,97.736,14.059,215.48,287.95,0.39724,72.211,143.65,0.19598,0.19228,0.19913,0.20732,0.2053
1.1916e+05,1.0859e+08,1,97.723,14.059,215.47,287.93,0.38436,72.198,143.63,0.19598,0.19228,0.19913,0.20732,0.2053
1.192e+05,1.086e+08,1,97.723,14.059,215.47,287.93,0.38436,72.198,143.63,0.19598,0.19228,0.19913,0.20732,0.2053
1.1925e+05,1.0861e+08,1,97.715,14.059,215.46,287.92,0.37576,72.19,143.63,0.19598,0.19228,0.19913,0.20732,0.2053
1.1929e+05,1.0862e+08,1,97.713,14.059,215.46,287.92,0.37441,72.188,143.62,0.19598,0.19228,0.19913,0.20732,0.2053
1.1934e+05,1.0863e+08,1,97.717,14.059,215.46,287.93,0.37813,72.192,143.63,0.19598,0.19228,0.19913,0.20732,0.2053
1.1938e+05,1.0864e+08,1,97.722,14.059,215.47,287.93,0.38284,72.197,143.63,0.19598,0.19228,0.19913,0.20732,0.2053
1.1943e+05,1.0865e+08,1,97.729,14.059,214.98,287.67,0.71933,72.67,143.6,0.19724,0.1789,0.1887,0.21468,0.22048
1.1948e+05,1.0866e+08,1,120.48,13.529,214.99,287.68,0.7286,72.679,143.61,0.19724,0.1789,0.1887,0.21468,0.22048
1.1952e+05,1.0867e+08,1,120.49,13.529,215,287.68,0.73156,72.682,143.61,0.19724,0.1789,0.1887,0.21468,0.22048
1.1957e+05,1.0869e+08,1,120.49,13.529,215,287.68,0.73187,72.682,143.61,0.19724,0.1789,0.1887,0.21468,0.22048
1.1961e+05,1.087e+08,1,120.49,13.529,215,287.68,0.73187,72.682,143.61,0.19724,0.1789,0.1887,0.21468,0.22048
1.1966e+05,1.0871e+08,1,120.48,13.529,214.99,287.68,0.72795,72.678,143.61,0.19724,0.1789,0.1887,0.21468,0.22048
1.197e+05,1.0872e+08,1,120.48,13.529,214.99,287.68,0.7249,72.675,143.61,0.19724,0.1789,0.1887,0.21468,0.22048
1.1975e+05,1.0873e+08,1,120.47,13.529,214.98,287.67,0.71656,72.667,143.6,0.19724,0.1789,0.1887,0.21468,0.22048
1.198e+05,1.0874e+08,1,120.47,13.529,214.98,287.67,0.71656,72.667,143.6,0.19724,0.1789,0.1887,0.21468,0.22048
1.1984e+05,1.0875e+08,1,120.46,13.529,214.97,287.66,0.70832,72.659,143.59,0.19724,0.1789,0.1887,0.21468,0.22048
1.1989e+05,1.0876e+08,1,120.46,13.529,214.97,287.66,0.70294,72.653,143.58,0.19724,0.1789,0.1887,0.21468,0.22048
1.1993e+05,1.0877e+08,1,120.45,13.529,214.96,287.65,0.69775,72.648,143.58,0.19724,0.1789,0.1887,0.21468,0.22048
1.1998e+05,1.0878e+08,1,120.45,13.529,214.96,287.65,0.69874,72.649,143.58,0.19724,0.1789,0.1887,0.21468,0.22048
1.2002e+05,1.0879e+08,1,120.46,13.529,214.96,287.65,0.70125,72.652,143.58,0.19724,0.1789,0.1887,0.21468,0.22048
1.2007e+05,1.088e+08,1,120.45,13.529,214.96,287.65,0.70011,72.651,143.58,0.19724,0.1789,0.1887,0.21468,0.22048
1.2011e+05,1.0881e+08,1,120.45,13.529,214.96,287.65,0.70011,72.651,143.58,0.19724,0.1789,0.1887,0.21468,0.22048
1.2016e+05,1.0883e+08,1,120.46,13.529,214.97,287.66,0.70733,72.658,143.59,0.19724,0.1789,0.1887,0.21468,0.22048
1.2021e+05,1.0884e+08,1,120.46,13.529,214.97,287.66,0.70671,72.657,143.59,0.19724,0.1789,0.1887,0.21468,0.22048
1.2026e+05,1.0885e+08,1,120.46,13.529,214.97,287.66,0.70671,72.657,143.59,0.19724,0.1789,0.1887,0.21468,0.22048
1.203e+05,1.0886e+08,1,119.44,12.8,214.39,287.55,1.213,73.066,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2035e+05,1.0887e+08,1,119.44,12.8,214.39,287.55,1.213,73.066,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.204e+05,1.0889e+08,1,119.44,12.8,214.39,287.55,1.2108,73.064,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2044e+05,1.089e+08,1,119.44,12.8,214.39,287.55,1.2108,73.064,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2049e+05,1.0891e+08,1,119.44,12.8,214.39,287.55,1.2088,73.062,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2053e+05,1.0892e+08,1,119.44,12.8,214.38,287.54,1.2043,73.057,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.2058e+05,1.0893e+08,1,119.43,12.8,214.38,287.54,1.202,73.055,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.2062e+05,1.0894e+08,1,119.43,12.8,214.38,287.54,1.202,73.055,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.2067e+05,1.0895e+08,1,119.43,12.8,214.38,287.54,1.1992,73.052,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.2072e+05,1.0896e+08,1,119.43,12.8,214.38,287.53,1.1976,73.05,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.2076e+05,1.0897e+08,1,119.43,12.8,214.38,287.54,1.2002,73.053,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.208e+05,1.0898e+08,1,119.44,12.8,214.38,287.54,1.2048,73.058,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.2085e+05,1.0899e+08,1,119.44,12.8,214.38,287.54,1.2048,73.058,143.32,0.19131,0.15263,0.17363,0.23426,0.24817
1.2089e+05,1.09e+08,1,119.44,12.8,214.39,287.54,1.208,73.061,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2094e+05,1.0901e+08,1,119.44,12.8,214.39,287.55,1.2117,73.065,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2098e+05,1.0902e+08,1,119.44,12.8,214.39,287.55,1.2117,73.065,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2103e+05,1.0903e+08,1,119.44,12.8,214.39,287.55,1.2123,73.065,143.33,0.19131,0.15263,0.17363,0.23426,0.24817
1.2108e+05,1.0904e+08,1,119.44,12.8,215.25,288.02,0.62586,72.243,143.4,0.181,0.18222,0.2078,0.22351,0.20546
1.2112e+05,1.0905e+08,1,71.905,13.077,215.25,288.02,0.62422,72.241,143.39,0.181,0.18222,0.2078,0.22351,0.20546
1.2117e+05,1.0906e+08,1,71.905,13.077,215.25,288.02,0.62422,72.241,143.39,0.181,0.18222,0.2078,0.22351,0.20546
1.2121e+05,1.0907e+08,1,71.9,13.077,215.25,288.01,0.61889,72.236,143.39,0.181,0.18222,0.2078,0.22351,0.20546
1.2126e+05,1.0908e+08,1,71.892,13.077,215.24,288,0.61134,72.228,143.38,0.181,0.18222,0.2078,0.22351,0.20546
1.213e+05,1.0909e+08,1,71.883,13.077,215.23,287.99,0.60138,72.218,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2134e+05,1.091e+08,1,71.878,13.077,215.22,287.99,0.59692,72.214,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2139e+05,1.0911e+08,1,71.878,13.077,215.22,287.99,0.59692,72.214,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2144e+05,1.0912e+08,1,71.875,13.077,215.22,287.99,0.59354,72.21,143.36,0.181,0.18222,0.2078,0.22351,0.20546
1.2148e+05,1.0913e+08,1,71.875,13.077,215.22,287.99,0.59354,72.21,143.36,0.181,0.18222,0.2078,0.22351,0.20546
1.2153e+05,1.0914e+08,1,71.876,13.077,215.22,287.99,0.59434,72.211,143.36,0.181,0.18222,0.2078,0.22351,0.20546
1.2158e+05,1.0915e+08,1,71.876,13.077,215.22,287.99,0.59434,72.211,143.36,0.181,0.18222,0.2078,0.22351,0.20546
1.2162e+05,1.0916e+08,1,71.876,13.077,215.22,287.99,0.59517,72.212,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2166e+05,1.0917e+08,1,71.879,13.077,215.22,287.99,0.59766,72.214,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2171e+05,1.0918e+08,1,71.879,13.077,215.22,287.99,0.59766,72.214,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2175e+05,1.0919e+08,1,71.88,13.077,215.23,287.99,0.59887,72.216,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.218e+05,1.092e+08,1,71.883,13.077,215.23,287.99,0.60215,72.219,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2184e+05,1.0921e+08,1,71.887,13.077,215.23,288,0.60607,72.223,143.38,0.181,0.18222,0.2078,0.22351,0.20546
1.2189e+05,1.0922e+08,1,71.887,13.077,215.23,288,0.60604,72.223,143.38,0.181,0.18222,0.2078,0.22351,0.20546
1.2193e+05,1.0923e+08,1,71.883,13.077,215.23,287.99,0.60207,72.219,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2198e+05,1.0924e+08,1,71.883,13.077,215.23,287.99,0.60207,72.219,143.37,0.181,0.18222,0.2078,0.22351,0.20546
1.2202e+05,1.0925e+08,1,71.877,13.077,215.03,287.51,0.50871,72.637,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2207e+05,1.0926e+08,1,146.69,12.929,215.02,287.51,0.50691,72.636,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2211e+05,1.0927e+08,1,146.69,12.929,215.02,287.5,0.502,72.631,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2216e+05,1.0928e+08,1,146.69,12.929,215.02,287.5,0.502,72.631,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.222e+05,1.093e+08,1,146.69,12.929,215.02,287.5,0.50201,72.631,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2225e+05,1.0931e+08,1,146.69,12.929,215.02,287.5,0.50339,72.632,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2229e+05,1.0932e+08,1,146.69,12.929,215.03,287.51,0.50938,72.638,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2234e+05,1.0933e+08,1,146.7,12.929,215.03,287.51,0.51332,72.642,143.73,0.20997,0.17878,0.17657,0.20589,0.22878
1.2238e+05,1.0934e+08,1,146.7,12.929,215.03,287.52,0.51645,72.645,143.73,0.20997,0.17878,0.17657,0.20589,0.22878
1.2243e+05,1.0935e+08,1,146.71,12.929,215.04,287.52,0.52266,72.651,143.74,0.20997,0.17878,0.17657,0.20589,0.22878
1.2248e+05,1.0936e+08,1,146.71,12.929,215.04,287.52,0.52266,72.651,143.74,0.20997,0.17878,0.17657,0.20589,0.22878
1.2252e+05,1.0937e+08,1,146.71,12.929,215.04,287.53,0.52767,72.656,143.74,0.20997,0.17878,0.17657,0.20589,0.22878
1.2256e+05,1.0938e+08,1,146.71,12.929,215.04,287.52,0.52548,72.654,143.74,0.20997,0.17878,0.17657,0.20589,0.22878
1.2261e+05,1.0939e+08,1,146.71,12.929,215.04,287.52,0.52183,72.651,143.74,0.20997,0.17878,0.17657,0.20589,0.22878
1.2265e+05,1.094e+08,1,146.7,12.929,215.03,287.51,0.51353,72.642,143.73,0.20997,0.17878,0.17657,0.20589,0.22878
1.227e+05,1.0941e+08,1,146.69,12.929,215.02,287.51,0.50732,72.636,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2274e+05,1.0942e+08,1,146.69,12.929,215.02,287.51,0.50732,72.636,143.72,0.20997,0.17878,0.17657,0.20589,0.22878
1.2279e+05,1.0943e+08,1,146.69,12.929,215.02,287.5,0.50033,72.629,143.71,0.20997,0.17878,0.17657,0.20589,0.22878
1.2284e+05,1.0944e+08,1,146.68,12.929,215.01,287.49,0.49172,72.621,143.71,0.20997,0.17878,0.17657,0.20589,0.22878
1.2288e+05,1.0945e+08,1,146.68,12.929,215.22,287.65,0.37352,72.393,143.68,0.20501,0.19586,0.19236,0.1994,0.20738
1.2292e+05,1.0946e+08,1,157.59,13.439,215.22,287.65,0.3769,72.396,143.68,0.20501,0.19586,0.19236,0.1994,0.20738
1.2297e+05,1.0947e+08,1,157.59,13.439,215.22,287.65,0.37842,72.398,143.68,0.20501,0.19586,0.19236,0.1994,0.20738
1.2301e+05,1.0948e+08,1,157.59,13.439,215.22,287.65,0.37842,72.398,143.68,0.20501,0.19586,0.19236,0.1994,0.20738
1.2306e+05,1.0949e+08,1,157.59,13.439,215.22,287.65,0.38137,72.401,143.68,0.20501,0.19586,0.19236,0.1994,0.20738
1.231e+05,1.095e+08,1,157.6,13.439,215.23,287.66,0.38889,72.408,143.69,0.20501,0.19586,0.19236,0.1994,0.20738
1.2315e+05,1.0951e+08,1,157.61,13.439,215.24,287.67,0.39337,72.413,143.7,0.20501,0.19586,0.19236,0.1994,0.20738
1.2319e+05,1.0952e+08,1,157.61,13.439,215.24,287.67,0.39922,72.418,143.7,0.20501,0.19586,0.19236,0.1994,0.20738
1.2324e+05,1.0953e+08,1,157.61,13.439,215.24,287.67,0.40243,72.422,143.71,0.20501,0.19586,0.19236,0.1994,0.20738
1.2328e+05,1.0954e+08,1,157.61,13.439,215.24,287.67,0.40243,72.422,143.71,0.20501,0.19586,0.19236,0.1994,0.20738
1.2333e+05,1.0955e+08,1,157.61,13.439,215.24,287.67,0.39892,72.418,143.7,0.20501,0.19586,0.19236,0.1994,0.20738
1.2338e+05,1.0956e+08,1,157.61,13.439,215.23,287.66,0.39296,72.412,143.7,0.20501,0.19586,0.19236,0.1994,0.20738
1.2342e+05,1.0957e+08,1,157.61,13.439,215.23,287.66,0.39296,72.412,143.7,0.20501,0.19586,0.19236,0.1994,0.20738
1.2347e+05,1.0958e+08,1,157.6,13.439,215.23,287.66,0.38352,72.403,143.69,0.20501,0.19586,0.19236,0.1994,0.20738
1.2351e+05,1.0959e+08,1,157.59,13.439,215.22,287.65,0.37894,72.398,143.68,0.20501,0.19586,0.19236,0.1994,0.20738
1.2356e+05,1.096e+08,1,157.59,13.439,215.22,287.65,0.37504,72.394,143.68,0.20501,0.19586,0.19236,0.1994,0.20738
1.236e+05,1.0961e+08,1,157.58,13.439,215.21,287.64,0.3683,72.388,143.67,0.20501,0.19586,0.19236,0.1994,0.20738
1.2364e+05,1.0962e+08,1,157.57,13.439,215.2,287.63,0.36274,72.382,143.67,0.20501,0.19586,0.19236,0.1994,0.20738
1.2369e+05,1.0963e+08,1,157.57,13.439,215.2,287.63,0.36274,72.382,143.67,0.20501,0.19586,0.19236,0.1994,0.20738
1.2374e+05,1.0964e+08,1,157.58,13.439,215.21,287.64,0.36487,72.384,143.67,0.20501,0.19586,0.19236,0.1994,0.20738
1.2378e+05,1.0965e+08,1,157.58,13.439,215.34,287.98,0.43595,72.092,143.42,0.16723,0.20208,0.23763,0.21749,0.17557
1.2382e+05,1.0966e+08,1,15.287,12.906,215.35,287.98,0.44253,72.099,143.42,0.16723,0.20208,0.23763,0.21749,0.17557
1.2387e+05,1.0967e+08,1,15.287,12.906,215.35,287.98,0.44253,72.099,143.42,0.16723,0.20208,0.23763,0.21749,0.17557
1.2392e+05,1.0968e+08,1,15.293,12.906,215.35,287.99,0.44873,72.105,143.43,0.16723,0.20208,0.23763,0.21749,0.17557
1.2396e+05,1.097e+08,1,15.297,12.906,215.36,287.99,0.45225,72.108,143.43,0.16723,0.20208,0.23763,0.21749,0.17557
1.24e+05,1.0971e+08,1,15.299,12.906,215.36,288,0.4547,72.111,143.44,0.16723,0.20208,0.23763,0.21749,0.17557
1.2405e+05,1.0972e+08,1,15.304,12.906,215.37,288,0.45992,72.116,143.44,0.16723,0.20208,0.23763,0.21749,0.17557
1.2409e+05,1.0973e+08,1,15.304,12.906,215.37,288,0.45992,72.116,143.44,0.16723,0.20208,0.23763,0.21749,0.17557
1.2414e+05,1.0974e+08,1,15.304,12.906,215.36,288,0.45922,72.115,143.44,0.16723,0.20208,0.23763,0.21749,0.17557
1.2418e+05,1.0975e+08,1,15.297,12.906,215.36,287.99,0.45239,72.109,143.43,0.16723,0.20208,0.23763,0.21749,0.17557
1.2423e+05,1.0976e+08,1,15.287,12.906,215.35,287.98,0.44228,72.098,143.42,0.16723,0.20208,0.23763,0.21749,0.17557
1.2428e+05,1.0977e+08,1,15.287,12.906,215.35,287.98,0.44228,72.098,143.42,0.16723,0.20208,0.23763,0.21749,0.17557
1.2432e+05,1.0978e+08,1,15.285,12.906,215.35,287.98,0.44063,72.097,143.42,0.16723,0.20208,0.23763,0.21749,0.17557
1.2437e+05,1.0979e+08,1,15.281,12.906,215.34,287.98,0.43638,72.093,143.42,0.16723,0.20208,0.23763,0.21749,0.17557
1.2441e+05,1.098e+08,1,15.276,12.906,215.34,287.97,0.43156,72.088,143.41,0.16723,0.20208,0.23763,0.21749,0.17557
1.2446e+05,1.0981e+08,1,15.276,12.906,215.34,287.97,0.43156,72.088,143.41,0.16723,0.20208,0.23763,0.21749,0.17557
1.245e+05,1.0982e+08,1,15.275,12.906,215.34,287.97,0.43024,72.086,143.41,0.16723,0.20208,0.23763,0.21749,0.17557
1.2455e+05,1.0983e+08,1,15.273,12.906,215.33,287.97,0.42857,72.085,143.41,0.16723,0.20208,0.23763,0.21749,0.17557
1.2459e+05,1.0984e+08,1,15.275,12.906,215.28,287.92,0.45707,72.156,143.43,0.16738,0.19874,0.23523,0.2199,0.17874
1.2463e+05,1.0985e+08,1,15.275,12.906,215.28,287.92,0.45707,72.156,143.43,0.16738,0.19874,0.23523,0.2199,0.17874
1.2468e+05,1.0986e+08,1,20.918,13.039,215.28,287.92,0.46369,72.163,143.44,0.16738,0.19874,0.23523,0.2199,0.17874
1.2473e+05,1.0987e+08,1,20.924,13.039,215.29,287.93,0.46933,72.169,143.44,0.16738,0.19874,0.23523,0.2199,0.17874
1.2477e+05,1.0988e+08,1,20.931,13.039,215.3,287.94,0.47615,72.175,143.45,0.16738,0.19874,0.23523,0.2199,0.17874
